Reference	Localized Group	Message	Selections	
figs-metonym_2_10__1	figs-metonym	unable to migrate selection, no match found for check in new resources	जे लोक त्यांच्या पापी अंतःकरणात जे करायचे ते करत राहतात त्यांना-1 हे लोक} दैवी अधिकाराचा धिक्कार करतात-1	
figs-possession_3_7__1	Possession	unable to migrate selection, no match found for check in new resources	काळासाठी-1 जेव्हा तो-1 न्याय करेल-1	
figs-simile_2_12__1	Simile	unable to migrate selection, no match found for check in new resources	हे {खोटे शिक्षक} निर्बुद्ध प्राण्यासारखे आहेत जे तर्कशुद्धपणे विचार करू शकत नाहीत-1	
grammar-connect-logic-result_2_6__1	Connect — Reason-and-Result Relationship	2 duplicate migrations		
grammar-connect-words-phrases_2_10__1	Connecting Words and Phrases	unable to migrate selection, there are 2 similar checks	. {हे लोक} दैवी अधिकाराचा धिक्कार करतात-1	
translate-unknown_2_22__1	Translate Unknowns	unable to migrate selection, there are 2 similar checks	“ते कुत्र्यासारखे आहेत-1	
writing-pronouns_1_17__1	Pronouns — When to Use Them	unable to migrate selection, there are 2 similar checks	जेव्हा येशूने}-1 एक वाणी ऐकली-1	
writing-pronouns_1_4__1	Pronouns — When to Use Them	unable to migrate selection, there are 3 similar checks	त्याने जे अभिवचन दिले आहे त्यावर {विश्वास ठेवून}-1	
writing-pronouns_2_12__1	Pronouns — When to Use Them	unable to migrate selection, there are 2 similar checks	जेव्हा त्यांचा नाश होण्याची वेळ येईल तेव्हा देव त्यांचा नाश करील.-1	
writing-pronouns_2_20__1	Pronouns — When to Use Them	unable to migrate selection, there are 2 similar checks	नियंत्रण ठेवू लागल्या-1	
writing-pronouns_2_2__1	Pronouns — When to Use Them	unable to migrate selection, there are 2 similar checks	{या खोट्या शिक्षकांप्रमाणे} अनैतिक कृत्ये करतील-1	
writing-pronouns_3_14__1	Pronouns — When to Use Them	unable to migrate selection, there are 2 similar checks	येशूला आढळावे म्हणून {याची खात्री करण्यासाठी-1	
