Reference	Localized Group	Message	Selections	
figs-metaphor_3_8__1	Metaphor	unable to migrate selection, there are 5 similar checks	अब्राहामाची मुले-1	
figs-metaphor_3_9__1	Metaphor	unable to migrate selection, there are 2 similar checks	झाडांच्या मुळाशी कुर्‍हाड ठेवलेली आहे-1	
figs-metaphor_6_41__1	Metaphor	unable to migrate selection, there are 3 similar checks	पण तुझ्या स्वतःच्या डोळ्यात मुसळ आहे तिकडे तू लक्ष देत नाहीस?-1	
figs-metaphor_6_45__3	Metaphor	unable to migrate selection, there are 5 similar checks	कारण मनात भरलेल्या गोष्टींमधून त्याचं तोंड बोलतं.-1	
figs-metaphor_8_12__1	Metaphor	unable to migrate selection, there are 3 similar checks	मग सैतान येतो-1 म्हणून त्यांच्या मनातून वचन काढून घेतो.-1	
figs-metonymy_11_50__1	Metonymy	unable to migrate selection, there are 2 similar checks	रक्त-1 वाहिले गेले-1	
figs-metonymy_11_51__1	Metonymy	unable to migrate selection, there are 2 similar checks	या पिढीला-1	
figs-metonymy_1_2__1	Metonymy	unable to migrate selection, there are 2 similar checks	वचनाचे सेवक झाले-1	
figs-metonymy_1_2__1	Metonymy	unable to migrate selection, there are 2 similar checks	जे-1 प्रत्यक्ष साक्षी होते-1	
figs-metonymy_21_23__1	Metonymy	unable to migrate selection, there are 2 similar checks	आणि ह्या लोकांवर क्रोध ओढवेल.-1	
figs-metonymy_22_30__1	Metonymy	unable to migrate selection, there are 2 similar checks	म्हणून तुम्ही माझ्या राज्यात माझ्या मेजावर खावे आणि प्यावे-1	
figs-nominaladj_13_9__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	त्यापुढे-1	
figs-nominaladj_15_4__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	हरवलेले-1	
figs-nominaladj_17_10__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	तुम्हाला सांगण्यात आलेल्या-1	
figs-nominaladj_17_9__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	सांगितलेल्या गोष्टी-1	
figs-nominaladj_19_10__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	हरवलेल्यास-1	
figs-nominaladj_23_41__1	Nominal Adjectives	unable to migrate selection, there are 2 similar checks	या मनुष्याने-1	
figs-nominaladj_23_47__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	झाले ते बघून-1	
figs-nominaladj_23_48__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	ह्या गोष्टी झालेल्या पाहिल्या-1	
figs-nominaladj_24_18__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	घडलेल्या गोष्टी-1	
figs-nominaladj_24_44__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	माझ्याविषयी ज्या गोष्टी लिहिल्या आहेत-1	
figs-quotesinquotes_16_7__1	Quotes within Quotes	unable to migrate selection, there are 2 similar checks	मग तो दुसर्‍याला म्हणाला, ‘तुम्हाला किती देणे आहे?-1	
figs-rquestion_22_27__1	Rhetorical Question	unable to migrate selection, there are 2 similar checks	भोजनास बसणारा ना-1	
grammar-connect-exceptions_10_22__1	Connect — Exception Clauses	unable to migrate selection, there are 2 similar checks	पुत्र कोण आहे हे पित्याशिवाय कोणी जाणत नाही-1	
translate-names_10_13__1	How to Translate Names	unable to migrate selection, there are 2 similar checks	सोर-1 सिदोन-1	
translate-names_20_37__1	How to Translate Names	unable to migrate selection, there are 2 similar checks	मोशेने-1	
translate-names_22_3__1	How to Translate Names	unable to migrate selection, there are 3 similar checks	सैतान-1	
translate-names_3_1__1	How to Translate Names	unable to migrate selection, there are 3 similar checks	तिबिर्यस-1	
translate-names_3_1__1	How to Translate Names	unable to migrate selection, there are 3 similar checks	यहुदियाचा-1 गालिलाचा-1 इत्तुरियाचा-1 त्राखोनिती-1 अबिलेनेचा-1	
translate-names_6_15__1	How to Translate Names	unable to migrate selection, there are 2 similar checks	जिलोत-1	
translate-names_8_3__1	How to Translate Names	unable to migrate selection, there are 2 similar checks	हेरोदाचा-1 खुजा-1	
translate-names_8_3__1	How to Translate Names	unable to migrate selection, there are 2 similar checks	योहान्ना-1 सुसान्ना-1	
translate-symaction_18_13__1	Symbolic Action	unable to migrate selection, there are 2 similar checks	आणि जकातदार दूर उभा राहिला-1	
translate-unknown_12_24__1	Translate Unknowns	unable to migrate selection, there are 2 similar checks	कावळ्यांकडे-1	
translate-unknown_12_38__1	Translate Unknowns	unable to migrate selection, there are 2 similar checks	तिसर्‍या प्रहरी-1	
writing-participants_16_1__1	Introduction of New and Old Participants	unable to migrate selection, there are 2 similar checks	एक धनवान मनुष्य होता, त्याचा एक कारभारी होता-1	
writing-pronouns_20_41__1	Pronouns — When to Use Them	unable to migrate selection, there are 2 similar checks	असे ते कसे म्हणतात?-1	
