Reference	Localized Group	Message	Selections	
figs-explicit_2_2__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ତୁମ୍ଭେମାନେ ତାହାଙ୍କୁ ଭରସା କରିବାରେ ପରିପକ୍ବ ହୋଇ ପାରିବ-1 ସେହି ସମୟ ପର୍ଯ୍ୟନ୍ତ ତୁମ୍ଭେମାନେ ଏହା କରିବା ଉଚିତ୍ ଯେତେବେଳେ ଈଶ୍ବର ତୁମ୍ଭମାନଙ୍କୁ ଏହି ପାପମୟ ଜଗତରୁ ସମୁର୍ଣରୁପେ ଉଦ୍ଧାର କରିବେ-1	
figs-explicit_2_6__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	କେହିଜଣକୁ-1 ଯିଏ ଅତ୍ଯନ୍ତ ବହୁମୁଲ୍ୟ ପ୍ରସ୍ତର ସଦୃଶ ଅଟନ୍ତି-1 ଗୃହରେ ଅତ୍ଯନ୍ତ ବହୁମୁଲ୍ୟ ପ୍ରସ୍ତର ଅଟନ୍ତି-1	
figs-explicit_3_9__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ସେମାନଙ୍କୁ ସାହାଯ୍ୟ କରିବାକୁ ଈଶ୍ବରଙ୍କୁ ନିବେଦନ କର-1	
figs-idiom_1_13__1	Idiom	unable to migrate selection, no match found for check in new resources	ଈଶ୍ବରଙ୍କ ଆଜ୍ଞାବହ ହେବାକୁ-1 ମୋହର ଅର୍ଥ ଯେ ତୁମ୍ଭେମାନେ ତୁମ୍ଭମାନଙ୍କ ମନକୁ ନିୟନ୍ତ୍ରଣ କର-1 ଭରସାଯୁକ୍ତ ହୁଅ ଯେପରି-1	
figs-idiom_4_7__1	Idiom	unable to migrate selection, no match found for check in new resources	ଯାହା ତୁମ୍ଭେମାନେ ଚିନ୍ତା କରୁଅଛ ନିୟନ୍ତ୍ରଣ କର-1	
figs-idiom_5_8__1	Idiom	unable to migrate selection, no match found for check in new resources	ସର୍ବଦା ସଚେତନ ହୁଅ-1	
figs-metaphor_1_20__1	Metaphor	unable to migrate selection, no match found for check in new resources	ତାହା ଈଶ୍ବର ତୁମ୍ଭମାନଙ୍କ ନିକଟରେ ତାହାଙ୍କୁ ପ୍ରକାଶ କଲେ-1	
figs-metaphor_1_4__1	Metaphor	unable to migrate selection, no match found for check in new resources	ସେସବୁ-1 ଯାହା ସେ ଆମ୍ଭମାନଙ୍କ ନିମନ୍ତେ-1 ରଖିଅଛନ୍ତି-1 ସେହି ବିଷୟସବୁ ଯାହା ଅନନ୍ତକାଳ ସ୍ଥାୟୀ ଅଟେ-1	
figs-metaphor_2_11__1	Metaphor	unable to migrate selection, no match found for check in new resources	ଯେଉଁମାନଙ୍କ ପ୍ରକୃତ ଗୃହ ସ୍ବର୍ଗରେ ଅଛି-1 ତେଣୁ ତୁମ୍ଭେମାନେ ତୁମ୍ଭମାନଙ୍କ ସ୍ବଭାବରେ କରୁଥିବା ପାପମୟ ବିଷୟସବୁ କରିବା ଉଚିତ୍ ନୁହେଁ-1	
figs-metaphor_2_11__1	Metaphor	unable to migrate selection, no match found for check in new resources	କାରଣ ଯଦି ତୁମ୍ଭେମାନେ ସେସବୁ କରିବ-1 ତୁମ୍ଭେମାନେ ଈଶ୍ବରଙ୍କ ସହିତ ଭଲରୁପେ ବାସ କରିବାକୁ ସମର୍ଥ ହେବ ନାହିଁ-1	
figs-metaphor_2_2__1	Metaphor	unable to migrate selection, no match found for check in new resources	ଯେପରି ନବଜାତ ଶିଶୁମାନେ ସେମାନଙ୍କ ମାତାମାନଙ୍କ ଶୁଦ୍ଧ ଦୁଗ୍‌ଧ ପାଇଁ ଲାଳାୟିତ ହୁଅନ୍ତି-1 ସେହିପରି ତୁମ୍ଭେମାନେ ଈଶ୍ବରଙ୍କ ବିଷୟକ ସତ୍ୟ ବିଷୟ ଶିକ୍ଷା କରିବାକୁ ଅତ୍ଯନ୍ତ ଲାଳାୟିତ ହେବା ଉଚିତ୍-1	
figs-metaphor_2_6__1	Metaphor	unable to migrate selection, no match found for check in new resources	ଧର୍ମଶସ୍ତ୍ର ଯାହା କହେ-1	
figs-metaphor_3_12__1	Metaphor	unable to migrate selection, no match found for check in new resources	ଧାର୍ମିକ ଲୋକମାନେ ଯାହା କରନ୍ତି ତାହା ପ୍ରଭୁ ଗ୍ରହଣ କରନ୍ତି-1	
figs-metaphor_3_12__1	Metaphor	unable to migrate selection, no match found for check in new resources	ସେ ସେମାନଙ୍କୁ ଉତ୍ତର ଦିଅନ୍ତି-1 ମାତ୍ର ସେ-1 ପ୍ରତିରୋଧ କରନ୍ତି-1	
figs-metaphor_3_18__1	Metaphor	unable to migrate selection, no match found for check in new resources	ସେ ଈଶ୍ବରଙ୍କ ନିକଟରେ ଆମ୍ଭମାନଙ୍କୁ ଆଣିବା ଉଦ୍ଦେଶ୍ବରେ ମୃତ୍ୟୁଭୋଗ କଲେ-1	
figs-metaphor_3_18__1	Metaphor	unable to migrate selection, no match found for check in new resources	ସେହି ସମୟରେ ତାହାଙ୍କର ଏକ ସାଧାରଣ ଶରୀର ଥିଲା-1 ତାହାଙ୍କୁ ବଧ କରାଗଲା-1	
figs-metaphor_3_6__1	Metaphor	unable to migrate selection, no match found for check in new resources	ଈଶ୍ବର ତୁମ୍ଭମାନଙ୍କୁ ତାହାଙ୍କର କନ୍ୟାଗଣ ହେବା ମନେ କରିବେ-1	
figs-metaphor_4_8__1	Metaphor	unable to migrate selection, no match found for check in new resources	ଆମ୍ଭେମାନେ ଯେବେ ଅନ୍ୟମାନଙ୍କୁ ପ୍ରେମ କରୁ-1 ସେମାନେ ଯେଉଁ ପାପସବୁ କରିଛନ୍ତି ତାହା ଆମ୍ଭେମାନେ ଖୋଜିବାକୁ ଚେଷ୍ଟା କରିବ ନାହିଁ-1	
figs-metaphor_5_10__1	Metaphor	unable to migrate selection, no match found for check in new resources	ସେ ତାହାଙ୍କୁ ଅଧିକ ଭରସା କରିବାକୁ ତୁମ୍ଭମାନଙ୍କୁ ଶକ୍ତିଯୁକ୍ତ କରିବେ-1 ଆଉ ସେ ପ୍ରତ୍ୟେକ କ୍ଷେତ୍ରରେ-1	
figs-metaphor_5_12__1	Metaphor	unable to migrate selection, no match found for check in new resources	ସେହି ବିଷୟସବୁ ଯାହା ଆମ୍ଭେମାନେ ଯୋଗ୍ୟ ନୋହୁଁ-1 ନିରନ୍ତର ସୁସ୍ଥିରରେ ଏହି ବାକ୍ୟ ବିଶ୍ବାସ କର-1	
figs-metaphor_5_2__1	Metaphor	unable to migrate selection, no match found for check in new resources	ମୁଁ ତୁମ୍ଭେ ପ୍ରାଚୀନମାନଙ୍କୁ ସେହି ଲୋକମାନଙ୍କ ପ୍ରତିପାଳନ କରିବାକୁ ବିନତୀ କରୁଅଛି ଯେଉଁମାନେ ତୁମ୍ଭମାନଙ୍କ ମଣ୍ଡଳୀରେ ଅଛନ୍ତି-1	
figs-metonymy_1_24__1	Metonymy	unable to migrate selection, no match found for check in new resources	ତୃଣ ଶୁଖିଯିବା ପରି ସମସ୍ତ ଲୋକମାନେ ବିନଷ୍ଟ ହେବେ-1 ଦୀର୍ଘ ସ୍ଥାୟୀ ନୁହେଁ-1 ଘାସ ଶୁଖି ଯା-1	
figs-metonymy_2_11__1	Metonymy	unable to migrate selection, no match found for check in new resources	କାରଣ ଯଦି ତୁମ୍ଭେମାନେ ସେସବୁ କରିବ-1 ତୁମ୍ଭେମାନେ ଈଶ୍ବରଙ୍କ ସହିତ ଭଲରୁପେ ବାସ କରିବାକୁ ସମର୍ଥ ହେବ ନାହିଁ-1	
figs-metonymy_2_24__1	Metonymy	unable to migrate selection, no match found for check in new resources	ଯେତେବେଳେ ସେ କ୍ର‌‌ୁଶରେ ମୃତ୍ୟୁଭୋଗ କଲେ ସେ ନିଜେ ଆପଣା ଶରୀରରେ ଆମ୍ଭମାନଙ୍କ ପାପ ନିମନ୍ତେ ଦଣ୍ଡ ସହ୍ୟ କଲେ-1	
figs-metonymy_2_5__1	Metonymy	unable to migrate selection, no match found for check in new resources	ତୁମ୍ଭେମାନେ-1 ଯାଜକବର୍ଗ ସଦୃଶ ଯେଉଁମାନେ ବେଦୀରେ ନୈବେଦ୍ୟ ଉତ୍ସର୍ଗ କରନ୍ତି-1 ବିଷୟ କରି ପାରିବ-1	
figs-metonymy_3_10__1	Metonymy	unable to migrate selection, no match found for check in new resources	ଆପଣା ନିମନ୍ତେ ଉତ୍ତମ ବିଷୟ ଭୋଗ କରିବାକୁ-1	
figs-metonymy_3_4__1	Metonymy	unable to migrate selection, no match found for check in new resources	ତୁମ୍ଭମାନଙ୍କ ଗୁପ୍ତ ସ୍ବଭାବକୁ-1 ସୌନ୍ଦର୍ଯ୍ୟ କର-1	
figs-metonymy_5_1__1	Metonymy	unable to migrate selection, no match found for check in new resources	ଗୌରବର କିଛି-1 ଯାହା ମସୀହଙ୍କର ସ୍ବର୍ଗର ଅଛି-1	
figs-parallelism_3_10__1	Parallelism	unable to migrate selection, no match found for check in new resources	ସେମାନେ ନିଶ୍ଚୟ ମନ୍ଦ ବିଷୟସବୁ କହନ୍ତି ନାହି କିମ୍ବା ଅନ୍ୟମାନଙ୍କୁ ସେହି ପ୍ରବଞ୍ଚନା ବାକ୍ୟସବୁ କହନ୍ତି ନାହି-1	
figs-parallelism_4_14__1	Parallelism	unable to migrate selection, no match found for check in new resources	ଏହା ପ୍ରମାଣିତ କରେ ଯେ ଈଶ୍ବରଙ୍କ ଆତ୍ମା-1 ସେହି ଆତ୍ମା ଯିଏ-1 ଈଶ୍ବର କେଡ଼େ ମହାନ ଅଟନ୍ତି ତାହା ପ୍ରକାଶ କରନ୍ତି-1	
figs-parallelism_4_7__1	Parallelism	unable to migrate selection, no match found for check in new resources	ଯାହା ତୁମ୍ଭେମାନେ ଚିନ୍ତା କରୁଅଛ ନିୟନ୍ତ୍ରଣ କର ଓ ବିବେକରେ ଚିନ୍ତା କରିବା ଜାରିରଖ-1	
figs-personification_3_20__1	Personification	unable to migrate selection, no match found for check in new resources	ଯେତେବେଳେ-1 ଦୀର୍ଘସହିଷ୍ନ‌ୁ ହୋଇ ସେ ଅପେକ୍ଷା କଲେ-1	
figs-personification_4_8__1	Personification	unable to migrate selection, no match found for check in new resources	କାରଣ ଆମ୍ଭେମାନେ ଯେବେ ଅନ୍ୟମାନଙ୍କୁ ପ୍ରେମ କରୁ-1 ସେମାନେ ଯେଉଁ ପାପସବୁ କରିଛନ୍ତି ତାହା ଆମ୍ଭେମାନେ ଖୋଜିବାକୁ ଚେଷ୍ଟା କରିବ ନାହିଁ-1	
figs-synecdoche_3_12__1	Synecdoche	unable to migrate selection, no match found for check in new resources	ଧାର୍ମିକ ଲୋକମାନେ ଯାହା କରନ୍ତି ତାହା ପ୍ରଭୁ ଗ୍ରହଣ କରନ୍ତି-1	
figs-synecdoche_3_12__1	Synecdoche	unable to migrate selection, no match found for check in new resources	କରନ୍ତି-1 ସେ ଧାର୍ମିକ ଲୋକମାନଙ୍କ ଶୁଣନ୍ତି ଯେବେ ସେମାନେ ପ୍ରାର୍ଥନା କରନ୍ତି-1 ସେ ସେମାନଙ୍କୁ ଉତ୍ତର ଦିଅନ୍ତି-1 ମାତ୍ର ସେ-1 ପ୍ରତିରୋଧ କରନ୍ତି-1	
grammar-connect-logic-result_3_7__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	ଏହା କର ଯେପରିକି-1	
