Reference	Localized Group	Message	Selections	
figs-explicit_1_21__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ଆପଣଙ୍କୁ ଜ୍ଞାତ କରାଇବ-1	
figs-explicit_2_16__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ତୁମ୍ଭେ ପାଅ-1	
figs-gendernotations_5_12__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	ହେ ମୋହର ଭାଇ ଓ ଭଉଣୀମାନେ-1	
figs-gendernotations_5_19__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	ସହବିଶ୍ଵାସୀମାନେ-1	
figs-genericnoun_3_1__1	Generic Noun Phrases	unable to migrate selection, no match found for check in new resources	ତୁମ୍ଭେମାନେ ସମସ୍ତେ-1 ନାହିଁ-1	
figs-hyperbole_4_2__1	Hyperbole	unable to migrate selection, no match found for check in new resources	ଏହା ତୁମ୍ଭମାନଙ୍କୁ ତାହା ଥିବା ଲୋକମାନଙ୍କ ଉପରେ ତିକ୍ତତାର ସହିତ କ୍ରୋଧ ଜନ୍ମାଉଅଛି । କିନ୍ତୁ (ବର୍ତମାନ ମଧ୍ୟ) ତୁମ୍ଭେ ତାହା ପାଉନାହଁ (ଯାହା ତୁମ୍ଭେ ଇଚ୍ଛା କରୁଅଛ) ।-1	
figs-inclusive_2_1__1	figs-inclusive	unable to migrate selection, no match found for check in new resources	ଆମ୍ଭମାନଙ୍କର ପ୍ରଭୁ ଯୀଶୁ-1	
figs-inclusive_3_2__1	figs-inclusive	unable to migrate selection, no match found for check in new resources	ଆମ୍ଭେ ଯାହା ମନ୍ଦ ବିଷୟ ତାହା କରିଥାଉ-1	
figs-metaphor_1_27__1	Metaphor	unable to migrate selection, there are 3 similar checks	ଈଶ୍ଵର ଆମ୍ଭମାନଙ୍କୁ ଗୋଟିଏ ବିଷୟ କରିବା ପାଇଁ କହିଅଛନ୍ତି-1 ହି ପ୍ରକାର କାର୍ଯ୍ୟ କରୁଥିବା ଲୋକମାନଙ୍କୁ ଈଶ୍ଵର ସମର୍ଥନ କରନ୍ତି-1	
figs-metaphor_1_8__1	Metaphor	unable to migrate selection, there are 2 similar checks	ତାହା କେବେ ମଧ୍ୟ ନିଷ୍ପତ୍ତି ନେଇ ପାରନ୍ତି ନାହିଁ।-1	
figs-metaphor_1_9__1	Metaphor	unable to migrate selection, there are 3 similar checks	ଆନନ୍ଦିତ ହେବା ଉଚିତ୍ , କାରଣ ଈଶ୍ଵର ସେମାନଙ୍କୁ ଆଦର କରିଅଛନ୍ତି-1	
figs-metaphor_2_17__1	Metaphor	unable to migrate selection, no match found for check in new resources	ତୁମ୍ଭେ ନିଜକୁ କୁହ ଯେ ଆମ୍ଭେ ଯୀଶୁଙ୍କ ଉପରେ ବିଶ୍ଵାସ କରୁ କିନ୍ତୁ ତୁମ୍ଭ କାର୍ଯ୍ୟରେ ତାହା ପ୍ରକାଶ ପାଏ ନାହିଁ, ତାହେଲେ ମୃତ ପ୍ରାୟ! ତୁମ୍ଭେମାନେ ସତ୍ୟଭାବରେ ଯୀଶୁଙ୍କୁ ବିଶ୍ଵାସ କର ନହିଁ-1	
figs-metaphor_2_23__1	Metaphor	unable to migrate selection, no match found for check in new resources	ଈଶ୍ଵର ତାହାଙ୍କୁ ଧାର୍ମିକ ବୋଲି ଗଣନା କଲେ-1	
figs-metaphor_2_25__1	Metaphor	unable to migrate selection, no match found for check in new resources	ଯାହା ଈଶ୍ଵରଙ୍କ ନିକଟରେ-1 ତାହାକୁ ଧାର୍ମିକ ବୋଲି ଗଣନା କଲେ-1	
figs-metaphor_2_26__1	Metaphor	unable to migrate selection, no match found for check in new resources	ଏହିସବୁ ଗୋଟିଏ ମହତ୍ଵପୂର୍ଣ ବିଷୟ କୁ ଚିତ୍ରଣ କରେ। ଯେପରି ଜଣେ ବ୍ୟକ୍ତି ଯଦି ପ୍ରଶ୍ଵାସ ନିଏ ନାହିଁ ତେବେ ତାହା ମୃତଶରୀର ଅଟେ, ହେ ଆଉ ଜୀବିତ ନୁହେଁ, ସେହିପରି ଭାବରେ, ଯଦି କେହି କୁହେ ଈଶ୍ୱରଙ୍କ ଉପରେ ବାସ୍ତବିକ ଭାବରେ ବିଶ୍ଵାସ କରେ ନାହିଁ ଓ ଆପଣା ବିଶ୍ଵାସ ଅନୁଯାଇ କୌଣସି କାର୍ଯ୍ୟ କରେ ନାହିଁ ଯାହା ଉତ୍ତମ ସେସବୁ ଈଶ୍ଵରଙ୍କଠାରେ ବୃଥା-1	
figs-metaphor_2_5__1	Metaphor	unable to migrate selection, there are 3 similar checks	ତେଣୁ ସେ ସେମାନଙ୍କୁ ମହାନ ବିଷୟ ଦେବେ-1	
figs-metaphor_3_2__1	Metaphor	unable to migrate selection, there are 2 similar checks	ଆମ୍ଭେ ଯାହା ମନ୍ଦ ବିଷୟ ତାହା କରିଥାଉ-1	
figs-metaphor_3_6__1	Metaphor	unable to migrate selection, there are 7 similar checks	ଯେପରି ଏକ ଛୋଟ ନିଆଁ ସମସ୍ତ ଅଞ୍ଚଳକୁ ଜଳାଇ ଦିଏ-1 ତାଙ୍କର ବଂଶକୁ ମନ୍ଦ ପ୍ରଭାବ ଆଣିଦେଇଥାଏ-1	
figs-metaphor_3_8__1	Metaphor	unable to migrate selection, there are 2 similar checks	ସେ ଯାହା କହନ୍ତି କେହି ମଧ୍ୟ ନିୟନ୍ତ୍ରଣ କରି ରଖିପାରନ୍ତି ନାହିଁ। ସେହି ଶବ୍ଦ-1	
figs-metaphor_3_8__1	Metaphor	unable to migrate selection, there are 2 similar checks	ଅନିୟନ୍ତ୍ରିତ ମନ୍ଦ ଅଟେ-1	
figs-metaphor_4_10__1	Metaphor	unable to migrate selection, there are 2 similar checks	ନିଜ ପାପ ପାଇଁ ଆପଣ କିପରି ଦୁଃଖିତ ଅଟନ୍ତି, ତାହା ଈଶ୍ଵରଙ୍କୁ ନମ୍ରଭାବରେ ପ୍ରକାଶ କରନ୍ତୁ-1	
figs-metaphor_4_4__1	Metaphor	unable to migrate selection, there are 3 similar checks	ତୁମ୍ଭେମାନେ ଈଶ୍ଵରଙ୍କ ନିକଟରେ-1 ଅବିଶ୍ଵସ୍ତ ହୋଇଅଛ-1	
figs-metaphor_4_8__1	Metaphor	unable to migrate selection, there are 5 similar checks	ଈଶ୍ଵରଙ୍କ ପାଖରେ ଶଚ୍ଛଟ ଓ ଅନାବୃତ ରୁହନ୍ତୁ-1	
figs-metaphor_5_16__1	Metaphor	unable to migrate selection, no match found for check in new resources	ଯଦି ଧାର୍ମିକ ବ୍ୟକ୍ତି ଆଗ୍ରହ ସହିତ ପରମେଶ୍ଵରଙ୍କୁ କିଛି ମାଗେ ତେବେ ପରମେଶ୍ଵର ଶକ୍ତିଯୁକ୍ତ ଭାବରେ ତାହା କରିବେ।-1	
figs-metaphor_5_19__1	Metaphor	unable to migrate selection, there are 3 similar checks	ଯଦି ତୁମ୍ଭମାନଙ୍କ ମଧ୍ୟରୁ କେହି ପରମେଶ୍ଵରଙ୍କ ସତ୍ୟ ବାକ୍ୟର ଅବାଧ୍ୟ ହୁଏ ତେବେ ତୁମ୍ଭମାନଙ୍କ ମଧ୍ୟରୁ କେହି ତାହାଙ୍କୁ ବିନଷ୍ଟ ପଥରୁ ଫେରଣ ପାଇଁ ପ୍ରବର୍ତ୍ତାଏ ପରମେଶ୍ଵର ଯାହା କହିଛନ୍ତି ତାହା ପୁନର୍ବାର କରିବା ପାଇଁ।-1	
figs-metaphor_5_20__1	Metaphor	unable to migrate selection, there are 3 similar checks	ତାହାର ଅନେକ ପାପକୁ କ୍ଷମା କରିବେ।-1	
figs-metaphor_5_3__1	Metaphor	unable to migrate selection, there are 2 similar checks	ଅଗ୍ନି ଜିନିଷଗୁଡିକ ନଷ୍ଟ କରନ୍ତି, ଈଶ୍ଵର ତୁମ୍ଭମାନଙ୍କୁ ଭୟଙ୍କର ଦଣ୍ଡ ଦେବେ-1	
figs-metaphor_5_4__1	Metaphor	2 duplicate migrations		
figs-metaphor_5_5__1	Metaphor	unable to migrate selection, there are 3 similar checks	ଈଶ୍ଵର ତୁମ୍ଭମାନଙ୍କୁ ଭୟଙ୍କର ଦଣ୍ଡ ଦେବାପାଇଁ ଯାଉଅଛନ୍ତି ଏହା ନ ଜାଣି ତୁମ୍ଭେମାନେ ତୁମ୍ଭେମାନେ କେବଳ ବସ୍ତୁଗୁଡିକ ଉପଭୋଗ କରିବା ପାଇଁ ବଞ୍ଚୁଅଛ ।-1	
figs-metaphor_5_7__1	Metaphor	unable to migrate selection, there are 2 similar checks	ଯେବେ କୃଷକମାନେ କ୍ଷେତ୍ରରେ ରୋପଣ କରନ୍ତି, ସେମାନେ-1	
figs-metaphor_5_9__1	Metaphor	unable to migrate selection, there are 3 similar checks	ସେ ହିଁ ସେହି ବ୍ୟକ୍ତି ଯେ ଆମ୍ଭମାନଙ୍କର ବିଚାର କରିବେ ଓ ସେ ତାହା କରିବା ପାଇଁ ଶୀଘ୍ର ଆସୁଅଛନ୍ତି ।-1	
figs-metonymy_1_26__1	Metonymy	2 duplicate migrations		
figs-metonymy_2_16__1	Metonymy	unable to migrate selection, there are 2 similar checks	ଭଲରେ-1	
figs-metonymy_2_22__1	Metonymy	unable to migrate selection, no match found for check in new resources	ସେହିପ୍ରକାରେ ଆବ୍ରାହାମ ଈଶ୍ବରଙ୍କ-1 ଉପରେ ସେ ବିଶ୍ଵାସ କରୁଥିଲେ-1	
figs-metonymy_3_14__1	Metonymy	unable to migrate selection, no match found for check in new resources	ତୁମ୍ଭମାନଙ୍କ ମନରେ ଯଦି ତିକ୍ତଭାବ ଥାଏ ଓ ତୁମ୍ଭେମାନେ ଯଦି ଇର୍ଷାପରାୟଣ ଓ ସ୍ୱାର୍ଥପର ହୋଇଥାଅ-1	
figs-metonymy_3_15__1	Metonymy	unable to migrate selection, there are 2 similar checks	ଯେଉଁମାନେ ସ୍ଵାର୍ଥପରାୟଣ ଓ ଅହଙ୍କାରୀ ସେମାନେ ପରମେଶ୍ଵର ଯାହା ଚାହାନ୍ତି ସେପରି ଭାବରେ ବୁଦ୍ଧିମାନ ନୁହନ୍ତି-1	
figs-metonymy_4_11__1	Metonymy	unable to migrate selection, no match found for check in new resources	ମୋର ସହବିଶ୍ଵାସୀଗଣ-1	
figs-metonymy_4_4__1	Metonymy	unable to migrate selection, there are 2 similar checks	(ତାହାଙ୍କୁ ଅବମାନନା କରି) ଅବିଶ୍ଵସ୍ତ ହୋଇଅଛ-1 ସେହି ପ୍ରକାର ସାଂସାରିକ ଜୀବନଯାପନ-1	
figs-metonymy_4_8__1	Metonymy	2 duplicate migrations		
figs-metonymy_5_12__1	Metonymy	unable to migrate selection, no match found for check in new resources	ସ୍ଵର୍ଗ ଓ ପୃଥିବୀ ର ନାମ ନେଇ-1	
figs-metonymy_5_18__1	Metonymy	unable to migrate selection, no match found for check in new resources	ଫଳ-1	
figs-metonymy_5_3__1	Metonymy	2 duplicate migrations		
figs-metonymy_5_5__1	Metonymy	unable to migrate selection, no match found for check in new resources	ସେମାନେ ହତ୍ୟାକରାଯିବା ପାଇଁ ଯାଉଅଛନ୍ତି ଏହା ନ ଜାଣି, ପଶୁମାନେ ଯେପରି ନିଜକୁ ହୃଷ୍ଟପୁଷ୍ଟ କରନ୍ତି,-1	
figs-metonymy_5_7__1	Metonymy	unable to migrate selection, no match found for check in new resources	ଯୀଶୁ ଯେ ମସିହ ଅଟନ୍ତି, ସେ ଆସିବା ପର୍ଯ୍ୟନ୍ତ-1	
figs-metonymy_5_8__1	Metonymy	unable to migrate selection, no match found for check in new resources	ସେହିପରି-1 ତୁମ୍ଭେମାନେ-1 ତାହାଙ୍କଠାରେ ଧର୍ଯ୍ୟର ସହ ଅପେକ୍ଷା ଓ ଦୃଢ ଭରସା କରିବା ଉଚିତ-1	
figs-nominaladj_4_6__1	Nominal Adjectives	2 duplicate migrations		
figs-parallelism_4_8__1	Parallelism	unable to migrate selection, no match found for check in new resources	ତୁମ୍ଭେମାନେ ଯେଉଁମାନେ ପାପୀ ଅଟ, ଭୁଲ କରିବାରୁ ଫେରି ଆସ ଏବଂ ଯାହା ଉତ୍ତମ କେବଳ ତାହା କର । ତୁମ୍ଭେମାନେ, ଯେଉଁମାନେ ଆପଣାକୁ ଈଶ୍ଵରଙ୍କ ସମ୍ମୁଖରେ ନିଜକୁ ସମର୍ପିତ କରିବ ନା ନାହିଁ, ନିଷ୍ପତ୍ତି ନେଇ ପାରୁ ନାହଁ, ଭୁଲ ଚିନ୍ତା କରିବା ବନ୍ଦ କର ଏବଂ କେବଳ ଉତ୍ତମ ଚିନ୍ତା କର ।-1	
figs-personification_1_14__1	Personification	2 duplicate migrations		
figs-personification_1_15__1	Personification	unable to migrate selection, there are 2 similar checks	ତାପରେ, ଯେହେତୁ ସେମାନେ ମନ୍ଦ ବିଷୟ କରିବା ନିମନ୍ତେ ଇଛା କରିଅଛନ୍ତି, ସେମାନେ ତାହା କରିବା ଆରମ୍ଭ କରନ୍ତି, ଏବଂ ପରିଶେଷରେ ସେମାନେ ତାହାକୁ ଅଭ୍ୟାସଗତ ଭାବରେ କରନ୍ତି (ଯଦି ସେମାନେ ସେମାନଙ୍କର ପାପ ସ୍ବଭାବରୁ ନ ଫେରନ୍ତି) ତାହାହେଲେ ସେମାନେ ଚିରକାଳ ପାଇଁ ଈଶ୍ଵରଙ୍କ ଠାରୁ ବିଛିନ୍ନ ହୋଇଯିବେ-1	
figs-personification_5_3__1	Personification	unable to migrate selection, no match found for check in new resources	(ଯେତେବେଳେ ଈଶ୍ଵର ତୁମ୍ଭମାନଙ୍କ ବିଚାର କରନ୍ତି) ଏହି ତୁମ୍ଭର ମୂଲ୍ୟହୀନ ସମ୍ପତ୍ତି ସାକ୍ଷ୍ୟ ଦେବ ଯେ ତୁମ୍ଭେମାନେ (ଗର୍ବୀ ହେବାର) ଦୋଷୀ ଅଟ । ଯେପରି କଳଙ୍କି-1	
figs-rquestion_2_14__1	Rhetorical Question	unable to migrate selection, there are 2 similar checks	ମୋହର ସହବିଶ୍ଵାସୀମାନେ, କେତେକ ଲୋକ କହନ୍ତି, “ମୁଁ ପ୍ରଭୁଯୀଶୁ ମଶୀହଙ୍କ ଠାରେ ବିଶ୍ଵାସ କରେ," କିନ୍ତୁ ସେମାନେ କୌଣସି ଉତ୍ତମ ପ୍ରେମର କର୍ମ କରନ୍ତି ନାହିଁ। ସେମାନେ ଯାହା କହନ୍ତି ସେଥିରେ କିଛି ଉତ୍ତମ ବିଷୟ ନ ଥାଏ। ଯଦି ସେମାନେ ବାକ୍ୟରେ ହିଁ ବିଶ୍ଵାସ କରନ୍ତି, ତେବେ ଈଶ୍ଵର-1 ନିଶ୍ଚିତ ଭାବରେ ରକ୍ଷା କରିବେ ନାହିଁ-1	
figs-rquestion_2_6__1	Rhetorical Question	2 duplicate migrations		
figs-rquestion_5_13__1	Rhetorical Question	unable to migrate selection, there are 2 similar checks	ତୁମ୍ଭମାନଙ୍କ ମଧ୍ୟରୁ କ’ଣ କେହି କଷ୍ଟ ଦେଇ ଯାଉଅଛି ତେବେ ସେ ପ୍ରାର୍ଥନା କରିବା ଉଚିତ, ତାହେଲେ ପରମେଶ୍ଵର ତାହାଙ୍କୁ ସାହାଯ୍ୟ କରିବେ-1	
figs-rquestion_5_13__1	Rhetorical Question	unable to migrate selection, there are 2 similar checks	ଆଉ ଯେ ଅନିନ୍ଦିତ ସେ ଈଶ୍ୱରଙ୍କ ସ୍ତୁତି ଓ ପ୍ରଶଂସା ଗାନ କରୁ।-1	
figs-simile_1_17__1	Simile	unable to migrate selection, no match found for check in new resources	ଈଶ୍ଵରଙ୍କଠାରେ କୌଣସି ପରିବର୍ତ୍ତନ ବା ଲେଶମାତ୍ର ବିକାର ନାହିଁ । ଈଶ୍ଵର ସର୍ବଦା ଉତ୍ତମ ଅଟନ୍ତି !-1	
figs-simile_1_25__1	Simile	unable to migrate selection, no match found for check in new resources	କିନ୍ତୁ ଯେ ସିଦ୍ଧ, ଅର୍ଥାତ୍‍, ସ୍ୱାଧୀନତାର ମୋଶାଙ୍କ ବ୍ୟବସ୍ଥା ପ୍ରତି ନିରୀକ୍ଷଣ କରି ସେଥିରେ ନିବିଷ୍ଟ ଥାଏ-1	
figs-simile_5_3__1	Simile	unable to migrate selection, there are 2 similar checks	ଅଗ୍ନି ଜିନିଷଗୁଡିକ ନଷ୍ଟ କରନ୍ତି, ଈଶ୍ଵର ତୁମ୍ଭମାନଙ୍କୁ ଭୟଙ୍କର ଦଣ୍ଡ ଦେବେ-1	
figs-synecdoche_1_1__1	Synecdoche	unable to migrate selection, no match found for check in new resources	ମୁଁ ଏହି ପତ୍ର ପ୍ରଭୁ ଯୀଶୁ ଖ୍ରୀଷ୍ଟଙ୍କ ଉପରେ ଭରସା ରଖି-1 ବିଭିନ୍ନ ସ୍ଥାନରେ ବସବାସ କରୁଥିବା ଲୋକମାନଙ୍କୁ ଏହି ପତ୍ର ଲେଖୁଅଛି-1	
figs-you_2_11__1	Forms of You	unable to migrate selection, no match found for check in new resources	ଯଦି ତୁମ୍ଭେ ବ୍ୟଭିଚାର କର ନାହିଁ କିନ୍ତୁ ନରହତ୍ୟା କର ତେବେ ତୁମ୍ଭେ ସେହି ବ୍ୟକ୍ତି ହୋଇଯାଅ-1	
figs-you_2_6__1	Forms of You	unable to migrate selection, no match found for check in new resources	କିନ୍ତୁ ତୁମ୍ଭେ-1 ଅପମାନିତ ଭାବରେ ବ୍ୟବହାର କରିଅଛ-1	
figs-you_2_8__1	Forms of You	unable to migrate selection, no match found for check in new resources	ପାଳନ କରିବା ଉଚିତ-1	
figs-you_4_7__1	Forms of You	unable to migrate selection, no match found for check in new resources	ଆପଣଙ୍କୁ-1	
translate-numbers_5_17__1	Numbers	unable to migrate selection, no match found for check in new resources	ତିନି-1 ଛଅ’-1	
translate-unknown_3_7__1	Translate Unknowns	unable to migrate selection, no match found for check in new resources	ସରୀସୃପ ଓ-1	
