Reference	Localized Group	Message	Selections	
writing-pronouns_4_43__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	ସେ-2 ଗଲେ-1	
writing-pronouns_4_46__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	ସେ-1 ଆସିଲେ-1	
writing-pronouns_4_9__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	ତାହାଙ୍କୁ-1	
writing-pronouns_5_16__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	ଏହି କାରଣରୁ-1	
writing-pronouns_5_17__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	କିନ୍ତୁ ସେ ସେମାନଙ୍କୁ ଉତ୍ତର ଦେଲେ-1	
writing-pronouns_5_18__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	ଅତଏବ-1 ଏହି କାରଣରୁ-1	
writing-pronouns_5_20__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	ସେସବୁ ଅପେକ୍ଷା ମହାନ କାର୍ଯ୍ୟ-1	
writing-pronouns_5_28__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	ଏଥିରେ ଚମତ୍କ‌ୃତ ହୁଅ ନାହିଁ-1	
writing-pronouns_5_34__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	ମୁଁ ଏହି ବିଷୟସବୁ କହେ-1	
writing-pronouns_6_59__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	ସେ-1 କହିଲେ-1	
writing-pronouns_6_59__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	ଏହି ବିଷୟସବୁ-1	
writing-pronouns_6_61__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	ଏହି ବିଷୟରେ-1 ଏହା-1	
writing-pronouns_6_65__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	ଏହି କାରଣରୁ-1	
writing-pronouns_6_8__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	ତାହାଙ୍କ-1 ତାହାଙ୍କୁ-1	
writing-pronouns_8_40__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	ଅବ୍ରହାମ ଏପରି କଲେ ନାହିଁ-1	
writing-pronouns_9_22__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	ତାହାଙ୍କୁ ଖ୍ରୀଷ୍ଟ ବୋଲି ସ୍ଵୀକାର କରେ-1	
