Reference	Localized Group	Message	Selections	
figs-activepassive_3_9__1	Active or Passive	unable to migrate selection, there are 2 similar checks	ଈଶ୍ଵର ଏପରି ଜଣେ ବ୍ୟକ୍ତି ସଦୃଶ୍ୟ ଯିଏ ଆପଣା କୁହ୍ରାଡି ଅଗ୍ରଭାଗ ସେହି ଗଛଗୁଡ଼ିକର ମୂଳରେ ଲଗାଇ ଛିଡା ହୋଇଛନ୍ତି-1 ପ୍ରସ୍ତୁତ ଅଛନ୍ତି-1	
figs-activepassive_3_9__1	Active or Passive	unable to migrate selection, there are 2 similar checks	ଈଶ୍ଵର ଜଣେ ବ୍ୟକ୍ତି ପରି ଯିଏ-1 ତାଙ୍କ କୁହ୍ରାଡିର ଅଗ୍ରଭାଗ ସେହି ଗଛର ମୂଳରେ ଲଗାଇ ଛିଡା ହୋଇଛନ୍ତି-1 ଈଶ୍ଵର-2 ପ୍ରସ୍ତୁତ ଅଟନ୍ତି-1	
figs-activepassive_6_38__1	Active or Passive	unable to migrate selection, there are 3 similar checks	ତେଣୁ ଯେତେବେଳେ ତୁମେ ଅନ୍ୟକୁ ଦିଅ-1 ଏହା ଏପରି ହେବା ଉଚିତ ଯେପରି ତୁମେ ଏକ ବଡ ମାପ ବ୍ଯବହାର କରୁଅଛ-1 ଈଶ୍ଵର ତୁମକୁ ଦେବା ସମୟରେ ସମାନ ମାପ ବ୍ୟବହାର କରିବେ-1	
figs-activepassive_7_47__1	Active or Passive	unable to migrate selection, there are 2 similar checks	ଜଣେ ବ୍ୟକ୍ତି ଯିଏ ଭାବେ ଯେ ଈଶ୍ଵର କେବଳ ଅଳ୍ପ ପାପ ପାଇଁ ତାକୁ କ୍ଷମା କରିଅଛନ୍ତି-1	
figs-activepassive_8_18__1	Active or Passive	unable to migrate selection, there are 2 similar checks	କିନ୍ତୁ ଯଦି କେହି ଈଶ୍ବରଙ୍କ ସତ୍ୟତା ବିଶ୍ଵାସ କରେ ନାହିଁ, ଈଶ୍ଵର ଏପରିକି ତାକୁ ନବୁଝିବାର କାରଣ ହେବେ ଯେବେ ସୀ {ଅଳ୍ପ} ବୁଝେ ବୋଲି ମନେ କରେ-1	
figs-doublenegatives_12_2__1	Double Negatives	unable to migrate selection, there are 2 similar checks	ସେମାନଙ୍କ ପାପକୁ ଗୁପ୍ତ ରଖିବା ପାଇଁ ଚେଷ୍ଟା କରିବା ଲୋକମାନଙ୍କ ପାଇଁ ଏହା ବୃଥା ଅଟେ-1	
figs-doublenegatives_8_17__1	Double Negatives	unable to migrate selection, there are 2 similar checks	କୌଣସି ଦିନ ପ୍ରତ୍ଯେକ ଜଣ ପ୍ରତ୍ଯେକ ବିଷୟ ଦେଖି ପାରିବେ ଯାହା ବର୍ତ୍ତମାନ ଗୁପ୍ତ ଅଛି-1	
figs-explicit_10_12__1	Assumed Knowledge and Implicit Information	unable to migrate selection, there are 2 similar checks	ଈଶ୍ଵର ଦୁଷ୍ଟ ଲୋକମାନଙ୍କ ଅପେକ୍ଷା ସେହି ନଗରର ଲୋକମାନଙ୍କୁ ଏପରିକି ଅଧିକ ଦଣ୍ଡ ଦେବେ ଯେଉଁମାନେ ବହୁ ପୂର୍ବରୁ ସଦୋମର ସହରରେ ବାସ କରୁଥିଲେ!-1	
figs-explicit_10_14__1	Assumed Knowledge and Implicit Information	unable to migrate selection, there are 3 similar checks	ସେ ତୁମକୁ ସେହି ଦୁଷ୍ଟ ଲୋକମାନଙ୍କ ଅପେକ୍ଷା ଅଧିକ କଠୋର ଦଣ୍ଡ ଦେବେ ଯେଉଁମାନେ ସୋର ଓ ସିଦୋନରେ ବାସ କଲେ ।-1	
figs-explicit_11_30__1	Assumed Knowledge and Implicit Information	unable to migrate selection, there are 2 similar checks	ପୂର୍ବକାଳରେ ନୀନିବୀର ନଗରରେ ବାସ କରୁଥିବା ଲୋକମାନଙ୍କୁ ଦେଖାଇବା ପାଇଁ ଈଶ୍ଵର ଯୂନସଙ୍କ ନିମନ୍ତେ ଏକ ଆଶ୍ଚର୍ଯ୍ୟକର୍ମ କଲେ ଯେ ସେ ତାଙ୍କୁ ପ୍ରେରଣ କରିଅଛନ୍ତି । ଠିକ୍ ସେହିପରି ଭାବରେ, ଈଶ୍ବର ମୋ, ମନୁଷ୍ୟ ପୁତ୍ର ପାଇଁ ସମାନ ଏକ ଆଶ୍ଚର୍ଯ୍ୟକର୍ମ କରିବେ, ବର୍ତମାନ ଜୀବିତ ଥିବା ଲୋକମାନଙ୍କୁ ଦେଖାଇବାକୁ ଯେ ସେ ମୋତେ ପ୍ରେରଣ କରିଛନ୍ତି-1	
figs-explicit_11_48__1	Assumed Knowledge and Implicit Information	unable to migrate selection, there are 2 similar checks	ଯେତେବେଳେ ତୁମେ ଏହି ଘରସବୁ ନିର୍ମାଣ କର-1	
figs-explicit_12_22__1	Assumed Knowledge and Implicit Information	unable to migrate selection, there are 2 similar checks	ଯୀଶୁ ତାଙ୍କ ଶିଷ୍ୟମାନଙ୍କୁ କହିଲେ-1	
figs-explicit_15_25__1	Assumed Knowledge and Implicit Information	unable to migrate selection, there are 2 similar checks	ସେ ଘରକୁ ଫେରିଲା-1 ସେ-3 ହେଉଥିଲା ବେଳେ-1	
figs-explicit_18_14__1	Assumed Knowledge and Implicit Information	unable to migrate selection, there are 2 similar checks	ଯେ-1 ଯେତେବେଳେ ସେମାନେ ଗୃହକୁ ଯିବା ପାଇଁ ବାହାରି ଗଲେ-1 ଈଶ୍ଵର କରଗ୍ରାହୀକୁ କ୍ଷମା ଦେଇଥିଲେ-1 କିନ୍ତୁ ଈଶ୍ବର ଫାରୁଶୀକୁ କ୍ଷମା କରି ନ ଥିଲେ-1	
figs-explicit_19_26__1	Assumed Knowledge and Implicit Information	unable to migrate selection, there are 3 similar checks	ସେହି ଲୋକମାନଙ୍କଠାରୁ ଯେଉଁମାନେ ଉତ୍ତମ ବ୍ୟବହାର କରନ୍ତି ନାହି ଯାହା ସେମାନେ ପ୍ରାପ୍ତ କରିଛନ୍ତି-1 ମୁଁ ଉଠାଇ ନେବି ଏପରିକି ଯାହା ସେମାନଙ୍କର ଆଗରୁ ଅଛି-1	
figs-explicit_20_10__1	Assumed Knowledge and Implicit Information	unable to migrate selection, there are 2 similar checks	ଯେତେବେଳେ ଏହା ଦ୍ରାକ୍ଷା ଅମଳ କରିବାକୁ ସମୟ ହେଲା-1	
figs-explicit_20_36__1	Assumed Knowledge and Implicit Information	unable to migrate selection, there are 2 similar checks	ସେମାନେ ଆଉଥରେ ମରି ପାରନ୍ତି ନାହିଁ-1	
figs-explicit_23_48__1	Assumed Knowledge and Implicit Information	unable to migrate selection, there are 2 similar checks	ସେମାନେ ସେମାନଙ୍କ ଘରକୁ ଫେରି ଗଲେ-1	
figs-explicit_23_6__1	Assumed Knowledge and Implicit Information	unable to migrate selection, there are 2 similar checks	ଏହି ବ୍ୟକ୍ତି-1	
figs-explicit_7_44__1	Assumed Knowledge and Implicit Information	unable to migrate selection, there are 3 similar checks	ତୁମେ ମୋର ପାଦ ଧୋଇବାକୁ ମୋତେ କିଛି ଜଳ ଦେଲ ନାହଁ-1	
figs-explicit_8_18__1	Assumed Knowledge and Implicit Information	unable to migrate selection, there are 2 similar checks	କିନ୍ତୁ ଯଦି କେହି ଈଶ୍ବରଙ୍କ ସତ୍ୟତା ବିଶ୍ଵାସ କରେ ନାହିଁ-1 ଈଶ୍ଵର ଏପରିକି ତାକୁ ନବୁଝିବାର କାରଣ ହେବେ ଯେବେ ସୀ {ଅଳ୍ପ} ବୁଝେ ବୋଲି ମନେ କରେ-1	
figs-explicit_8_46__1	Assumed Knowledge and Implicit Information	unable to migrate selection, there are 2 similar checks	କେହି ଜଣେ {ଜାଣିଶୁଣି} ମୋତେ ଛୁଇଁଲା-1	
figs-explicit_9_58__1	Assumed Knowledge and Implicit Information	unable to migrate selection, there are 2 similar checks	ମୁଁ-1 ମନୁଷ୍ୟ ପୁତ୍ରଙ୍କ-1	
figs-idiom_17_22__1	Idiom	unable to migrate selection, there are 3 similar checks	କିନ୍ତୁ ତୁମ୍ଭେମାନେ ତାହା ଦେଖିବ ନାହିଁ-1	
figs-idiom_1_76__1	Idiom	unable to migrate selection, there are 3 similar checks	ତୁମେ ତୁମର କାର୍ଯ୍ୟ ଆରମ୍ଭ କରିବ-1	
figs-idiom_1_76__1	Idiom	unable to migrate selection, there are 3 similar checks	ତୁମେ ତୁମର କାର୍ଯ୍ୟ ଆରମ୍ଭ କରିବ-1	
figs-metaphor_10_16__1	Metaphor	unable to migrate selection, there are 3 similar checks	ଯେକେହି ମୋତେ ଅସ୍ଵୀକାର କରେ-1 ଫଳସ୍ଵରୂପ-3 ଈଶ୍ଵରଙ୍କୁ ଅସ୍ଵୀକାର କରେ-1 ଯିଏ ମୋତେ ପ୍ରେରଣ କଲେ-1	
figs-metaphor_12_34__1	Metaphor	unable to migrate selection, there are 3 similar checks	ତାହା ବିଷୟରେ ତୁମେ ଭାବିବ ଓ ସେଥିରେ ତୁମର ସମୟ କ୍ଷେପଣ କରିବ ।-1	
figs-metaphor_12_34__1	Metaphor	unable to migrate selection, there are 3 similar checks	ଯାହା କିଛି ତୁମେ ସଞ୍ଚୟ କର, ତାହା ବିଷୟରେ ତୁମେ ଭାବିବ ଓ ସେଥିରେ ତୁମର ସମୟ କ୍ଷେପଣ କରିବ-1	
figs-metaphor_1_66__1	Metaphor	unable to migrate selection, there are 2 similar checks	ପ୍ରଭୁ ତାହାର-1 ଶକ୍ତିଶାଳୀ ଭାବରେ-1	
figs-metaphor_1_79__1	Metaphor	unable to migrate selection, there are 3 similar checks	ଯେଉଁମାନେ ଏହାକୁ ଜାଣନ୍ତି ନାହିଁ, ଏପରିକି ସେମାନଙ୍କୁ ଯେଉଁମାନେ ଏହା ସମ୍ପୁର୍ଣରୁପେ ଜାଣନ୍ତି ନାହିଁ-1	
figs-metaphor_20_10__1	Metaphor	unable to migrate selection, there are 2 similar checks	ଓ ତାହାକୁ କୌଣସି ଦ୍ରାକ୍ଷା ନ ଦେଇ ଫେରାଇ ଦେଲେ-1	
figs-metaphor_20_18__1	Metaphor	unable to migrate selection, there are 2 similar checks	ଏହା ଯେକୌଣସି ଲୋକକୁ ଚୂର୍ଣବିଚୂର୍ଣ୍ଣ କରିବ-1 ଯେଉଁମାନଙ୍କ-1 ଏହା ପଡିବ-1	
figs-metaphor_21_14__1	Metaphor	unable to migrate selection, there are 2 similar checks	ଦୃଢ ଭାବରେ-1	
figs-metaphor_3_16__1	Metaphor	unable to migrate selection, there are 2 similar checks	ସେ ତୁମ୍ଭମାନଙ୍କୁ-1 ବାପ୍ତିସ୍ମ ଦେବେ, ଯିଏ ତୁମ୍ଭମାନଙ୍କ ବିଚାର କରିବେ ଓ ପବିତ୍ର କରିବେ।-1	
figs-metaphor_3_8__1	Metaphor	unable to migrate selection, there are 5 similar checks	ତୁମମାନଙ୍କୁ ଏପରି ବିଷୟ କରିବା ଆବଶ୍ବକ ଯାହା ଦର୍ଶାଇବ ଯେ ତୁମ୍ଭେମାନେ ତୁମର ପୂର୍ବ ଜୀବନର ପାପମୟ ପଥ ବାସ୍ତବରେ ପରିତ୍ୟାଗ କରିଅଚ୍ଛ!-1	
figs-metaphor_3_9__1	Metaphor	unable to migrate selection, there are 2 similar checks	ତୁମେମାନେ ଫଳନ୍ତି ଗଛ ସଦୃଶ୍ୟ ଅଟ ଯାହା ଉତ୍ତମ ଫଳ ଫଳେ ନାହିଁ।-1 ସେଗୁଡ଼ିକୁ କାଟି ପକାଇବାକୁ ଆଉ ସେଗୁଡ଼ିକୁ ନିଆଁରେ ପକାଇବାକୁ-1	
figs-metaphor_6_41__1	Metaphor	unable to migrate selection, there are 3 similar checks	ତୁମେ ନିଜର ବଡ ଭୁଲ ବିଷୟରେ ମନୋଯୋଗୀ ହେବା ଉଚିତ-1 ଯେତେବେଳେ ନିଜ ଆଖିରେ ଥିବା ଏକ କାଠ ପଟାକୁ ନଦେଖି-1	
figs-metaphor_6_45__3	Metaphor	unable to migrate selection, there are 5 similar checks	ସେମାନେ କ'ଣ ବିଷୟରେ ଚିନ୍ତା କରନ୍ତି ସେହି ଅନୁସାରେ ଲୋକମାନେ କହନ୍ତି ଓ ଆଚରଣ କରନ୍ତି-1	
figs-metaphor_8_12__1	Metaphor	unable to migrate selection, there are 3 similar checks	ଏହା ଶୟତାନକୁ ଆସିବା ପାଇଁ ପଥ ସରଳ କରେ ଏବଂ ସେହି ବାର୍ତ୍ତାକୁ ସେମାନଙ୍କ ମନରୁ କାଢିନିଏ-1	
figs-metonymy_11_50__1	Metonymy	unable to migrate selection, there are 2 similar checks	ହତ୍ୟା କରିଥିବା-1 ଯେଉଁମାନଙ୍କୁ ଲୋକମାନେ-1 ହତ୍ୟା କରିଛନ୍ତି-1	
figs-metonymy_11_51__1	Metonymy	unable to migrate selection, there are 2 similar checks	ସେହି {ଆଦମଙ୍କ ସନ୍ତାନ} ହେବଲଙ୍କ{ଆଦମଙ୍କ ସନ୍ତାନ-1 ଯାହାର ଭାଇ କୟିନ ତାହାକୁ ବଧ କଲା-1 ଠାରୁ-1 ଭାବବାଦୀ-1 ଜିଖରୀୟଙ୍କ ହତ୍ୟା ମଧ୍ୟଦେଇ-1 ଯାହାଙ୍କୁ ରାଜାଙ୍କ ପ୍ରତିନିଧିମାନେ-1 ମନ୍ଦିରରେ-1 ହତ୍ୟା କଲେ-1	
figs-metonymy_1_2__1	Metonymy	unable to migrate selection, there are 2 similar checks	ଯେଉଁ ଲୋକମାନେ ଏହି ବିଷୟ ଘଟିଥିବା ଦେଖିଲେ-1 ସେହି ଲୋକମାନେ-1 ସେଠାରେ ଥିଲେ-1	
figs-metonymy_1_2__1	Metonymy	unable to migrate selection, there are 2 similar checks	ସେମାନେ ସେହି କାହାଣୀ ପ୍ରକାଶ କରି ଆସୁଅଛନ୍ତି-1	
figs-metonymy_21_23__1	Metonymy	unable to migrate selection, there are 2 similar checks	ଈଶ୍ଵର ଏହି ଲୋକମାନଙ୍କ ଉପରେ କ୍ରୋଧାନ୍ବିତ ହେବେ ଓ ସେମାନଙ୍କୁ ମହା ଦଣ୍ଡ ଦେବେ-1	
figs-metonymy_22_30__1	Metonymy	unable to migrate selection, there are 2 similar checks	ତୁମ୍ଭେମାନେ ମୋ ସହିତ ଉପବେଶନ କରିବ ଓ ଭୋଜନ ଓ ପାନ କରିବ-1	
figs-nominaladj_13_9__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	ଆସନ୍ତା ବର୍ଷ-1 ଆମ୍ଭେ ତାହାକୁ ବୃଦ୍ଧି ହେବା ପାଇଁ ରଖି ପାରିବା-1 ତେବେ-1	
figs-nominaladj_15_4__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	ହଜିଥିବା ମେଣ୍ଢାକୁ-1	
figs-nominaladj_17_10__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	ଯାହା କରିବା ପାଇଁ ଈଶ୍ଵର ତୁମ୍ଭମାନଙ୍କୁ କହି ଅଛନ୍ତ-1	
figs-nominaladj_17_9__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	ଯାହା ତାକୁ କରିବା ପାଇଁ କୁହା ଯାଇଥିଲା-1	
figs-nominaladj_19_10__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	ତୁମ୍ଭ ସଦୃଶ-1 ଲୋକମାନଙ୍କୁ-1 ଯେଉଁମାନେ ଈଶ୍ଵରଙ୍କ ଅବମାନନା କରି ଆସୁଅଛନ୍ତି-1	
figs-nominaladj_23_41__1	Nominal Adjectives	unable to migrate selection, there are 2 similar checks	ତୁମେ ପରିହାସ କରୁଥିବା ଏହି ବ୍ୟକ୍ତି-1	
figs-nominaladj_23_47__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	ଯେତେବେଳେ-1 କ’ଣ ଘଟିଅଛି ଦେଖିଲେ-1	
figs-nominaladj_23_48__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	ଯେତେବେଳେ-1 ଯାହା ପ୍ରକୃତରେ ଘଟୁଥିଲା ଦେଖିଲେ-1	
figs-nominaladj_24_18__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	ଘଟଣା-1 ଯାହା-2 ଘଟିଅଛି-1	
figs-nominaladj_24_44__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	ମୋ(ମସିହ) ବିଷୟରେ ଯେଉଁ ସମସ୍ତ ବିଷୟ-1	
figs-quotesinquotes_16_7__1	Quotes within Quotes	unable to migrate selection, there are 2 similar checks	ସେ ଅନ୍ୟ ବ୍ୟକ୍ତିଙ୍କୁ କହିଲେ-1 ତୁମ୍ଭ ଉପରେ କେତେ ପାଉଣା ଅଛି-1	
figs-rquestion_22_27__1	Rhetorical Question	unable to migrate selection, there are 2 similar checks	କାରଣ ତୁମ୍ଭେମାନେ ଜାଣ ଯେ-1 ଯେ ମେଜରେ ଭୋଜନ କରେ-1	
grammar-connect-exceptions_10_22__1	Connect — Exception Clauses	unable to migrate selection, there are 2 similar checks	କେବଳ-1 ବାସ୍ତବରେ-1 ଜାଣନ୍ତି-1 କେବଳ ମୁଁ-1 ତାଙ୍କର ପୁତ୍ର-1 ବାସ୍ତବରେ ମୋର ପିତାଙ୍କୁ ଜାଣେ-1	
translate-names_10_13__1	How to Translate Names	unable to migrate selection, there are 2 similar checks	ସହର-3 ସୋର ଓ ସୀଦୋନରେ-1	
translate-names_20_37__1	How to Translate Names	unable to migrate selection, there are 2 similar checks	ମୋଶା-1	
translate-names_22_3__1	How to Translate Names	unable to migrate selection, there are 3 similar checks	ଶୟତାନ-1	
translate-names_3_1__1	How to Translate Names	unable to migrate selection, there are 3 similar checks	ତିବିରିୟ-1	
translate-names_3_1__1	How to Translate Names	unable to migrate selection, there are 3 similar checks	ଯିହୂଦା ପ୍ରଦେଶର-1 ଗାଲିଲୀ ପ୍ରଦେଶ-1 ଇତୁରୀୟା ଓ ଟ୍ରାଖୋନୀତି ଅଞ୍ଚଳକୁ-1 ଅବିଲୀନୀ ଅଞ୍ଚଳକୁ-1	
translate-names_6_15__1	How to Translate Names	unable to migrate selection, there are 2 similar checks	ଉଦଯୋଗୀ-1	
translate-names_8_3__1	How to Translate Names	unable to migrate selection, there are 2 similar checks	ଖୂଜାଙ୍କ-1 ରାଜା ହେରୋଦଙ୍କ-1	
translate-names_8_3__1	How to Translate Names	unable to migrate selection, there are 2 similar checks	ଯୋହାନା-1 ଶୋଶନ୍ନା-1	
translate-symaction_18_13__1	Symbolic Action	unable to migrate selection, there are 2 similar checks	କିନ୍ତୁ କର ଆଦୟକାରୀ ମନ୍ଦିର ପ୍ରାଙ୍ଗଣ ମଧ୍ୟରେ ଥିବା ଅନ୍ୟ ଲୋକମାନଙ୍କଠାରୁ ଦୂରରେ ଠିଆହେଲେ-1	
translate-unknown_12_24__1	Translate Unknowns	unable to migrate selection, there are 2 similar checks	ଅମାର-1 ଘର ନାହିଁ-1	
translate-unknown_12_38__1	Translate Unknowns	unable to migrate selection, there are 2 similar checks	ସନ୍ଧ୍ୟାରେ ଅବା ମଧ୍ୟ ରାତ୍ରରେ-1 ବିଳମ୍ବରେ-1	
writing-participants_16_1__1	Introduction of New and Old Participants	unable to migrate selection, there are 2 similar checks	ଥରେ ଜଣେ ଧନୀ ଲୋକ ଥିଲେ-1 ଯାହାର ଜଣେ ଗୃହ ବେବର୍ତ୍ତା ଥିଲା-1	
writing-pronouns_20_41__1	Pronouns — When to Use Them	unable to migrate selection, there are 2 similar checks	କାହିଁକି ଲୋକମାନେ କହନ୍ତି ଯେ-1	
