Reference	Localized Group	Message	Selections	
figs-genericnoun_5_10__1	Generic Noun Phrases	unable to migrate selection, no match found for check in new resources	ଯେ କେହି-1 ବିଶ୍ୱାସ କରେ-1	
figs-hyperbole_3_18__1	Hyperbole	unable to migrate selection, no match found for check in new resources	ଆସ, ଆମ୍ଭେମାନେ ବାକ୍ୟରେ କି ଜିହ୍ୱାରେ ପ୍ରେମ ନ କରୁ,-1	
figs-idiom_2_18__-1	Idiom	unable to migrate selection, no match found for check in new resources	ଶେଷକାଳ ଉପସ୍ଥିତ ହେଲାଣି-1	
figs-idiom_2_24__-1	Idiom	unable to migrate selection, no match found for check in new resources	ଆରମ୍ଭରୁ-1	
figs-idiom_3_17__1	Idiom	unable to migrate selection, no match found for check in new resources	ତାହା ପ୍ରତି ଆପଣା ଦୟା ରୁଦ୍ଧ କରେ,-1	
figs-metaphor_1_6__1	Metaphor	2 duplicate migrations		
figs-metaphor_2_11__1	Metaphor	unable to migrate selection, there are 5 similar checks	ସେ ଅନ୍ଧକାରରେ ଅଛି, ଆଉ ସେ ଅନ୍ଧକାରରେ ଆଚରଣ କରେ-1	
figs-metaphor_2_17__1	Metaphor	unable to migrate selection, there are 2 similar checks	ସଂସାର-1 କ୍ଷୟ ପାଏ-1	
figs-metaphor_2_27__1	Metaphor	2 duplicate migrations		
figs-metaphor_2_5__1	Metaphor	2 duplicate migrations		
figs-metaphor_2_6__1	Metaphor	2 duplicate migrations		
figs-metaphor_3_14__1	Metaphor	2 duplicate migrations		
figs-metaphor_3_17__1	Metaphor	unable to migrate selection, there are 3 similar checks	ତାହାଠାରେ ଈଶ୍ୱରଙ୍କ ପ୍ରେମ କିପରି ରହିପାରେ ?-1	
figs-metaphor_5_20__1	Metaphor	unable to migrate selection, there are 2 similar checks	ଅନନ୍ତ ଜୀବନ-1	
figs-metaphor_5_6__1	Metaphor	2 duplicate migrations		
figs-metonymy_2_14__1	Metonymy	unable to migrate selection, there are 2 similar checks	ଈଶ୍ୱରଙ୍କ ବାକ୍ୟ-1	
figs-metonymy_5_4__2	Metonymy	unable to migrate selection, no match found for check in new resources	ଜଗତକୁ-1	
figs-personification_5_7__1	Personification	unable to migrate selection, no match found for check in new resources	ସାକ୍ଷ୍ୟ ଦିଅନ୍ତି,-1	
figs-quotations_5_11__1	Direct and Indirect Quotations	unable to migrate selection, no match found for check in new resources	ଈଶ୍ୱର ଆମ୍ଭମାନଙ୍କୁ ଅନନ୍ତ ଜୀବନ ଦେଲେ, ପୁଣି, ସେହି ଜୀବନ ତାହାଙ୍କ ପୁତ୍ରଙ୍କଠାରେ ଅଛି-1	
grammar-connect-condition-contrary_2_19__1	Connect — Contrary to Fact Conditions	unable to migrate selection, no match found for check in new resources	କାରଣ ଯଦି ସେମାନେ ଆମ୍ଭମାନଙ୍କର ହୋଇଥାଆନ୍ତେ, ସେମାନେ ଆମ୍ଭମାନଙ୍କ-1 ରହିଥାଆନ୍ତେ-1	
grammar-connect-condition-fact_2_3__1	Connect — Factual Conditions	unable to migrate selection, no match found for check in new resources	ଯଦି ଆମ୍ଭେମାନେ ତାହାଙ୍କ ଆଜ୍ଞା ପାଳନ କରୁ, ତଦ୍ବାରା ଆମ୍ଭେମାନେ ଜାଣୁ ଯେ, ଆମ୍ଭେମାନେ ତାହାଙ୍କୁ ଜାଣିଅଛୁ-1	
grammar-connect-condition-fact_4_11__1	Connect — Factual Conditions	2 duplicate migrations		
grammar-connect-condition-fact_4_12__1	Connect — Factual Conditions	unable to migrate selection, no match found for check in new resources	ଆମ୍ଭେମାନେ ଯଦି ପରସ୍ପରକୁ ପ୍ରେମ କରୁ, ଈଶ୍ୱର ଆମ୍ଭମାନଙ୍କଠାରେ ବାସ କରନ୍ତି ଓ ତାହାଙ୍କ ପ୍ରେମ ଆମ୍ଭମାନଙ୍କଠାରେ ସିଦ୍ଧ ହୋଇଅଛି ।-1	
grammar-connect-condition-hypothetical_2_24__1	Connect — Hypothetical Conditions	unable to migrate selection, no match found for check in new resources	ତୁମ୍ଭେମାନେ ଆରମ୍ଭରୁ ଯାହା ଶୁଣିଅଛ, ତାହା ଯଦି ତୁମ୍ଭେମାନଙ୍କଠାରେ ଥାଏ, ତୁମ୍ଭେମାନେ ମଧ୍ୟ ପୁତ୍ର ଓ ପିତାଙ୍କଠାରେ ରହିବ ।-1	
grammar-connect-exceptions_2_21__1	Connect — Exception Clauses	unable to migrate selection, no match found for check in new resources	ତୁମ୍ଭେମାନେ ସତ୍ୟ ଜାଣି ନ ଥିବାରୁ ମୁଁ ଯେ ତୁମ୍ଭମାନଙ୍କ ନିକଟକୁ ଲେଖିଲି, ତାହା ନୁହେଁ-1 ତୁମ୍ଭେମାନେ ସତ୍ୟ ଜାଣିଥିବାରୁ-1	
grammar-connect-exceptions_5_6__1	Connect — Exception Clauses	unable to migrate selection, no match found for check in new resources	କେବଳ ଜଳ ଦେଇ ନୁହେଁ,-1 ଜଳ ଓ ରକ୍ତ ଉଭୟ ମଧ୍ୟ ଦେଇ-1	
grammar-connect-logic-result_3_13__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	ଆଶ୍ଚର୍ଯ୍ୟ ହୁଅ ନାହିଁ-1	
guidelines-sonofgodprinciples_2_23__-1	Translating Son and Father	unable to migrate selection, no match found for check in new resources	ପୁତ୍ରଙ୍କୁ-1	
guidelines-sonofgodprinciples_2_23__-1	Translating Son and Father	unable to migrate selection, no match found for check in new resources	ପିତା-1	
translate-unknown_2_18__1	Translate Unknowns	unable to migrate selection, no match found for check in new resources	ଭଣ୍ଡଖ୍ରୀଷ୍ଟ ଆସୁଅଛି ବୋଲି ତୁମ୍ଭେମାନେ ଯେପରି ଶୁଣିଥିଲ, ପ୍ରକୃତରେ ଏବେ ଅନେକ ଭଣ୍ଡଖ୍ରୀଷ୍ଟ ଉଠିଲେଣି-1	
writing-pronouns_1_1__1	Pronouns — When to Use Them	unable to migrate selection, there are 2 similar checks	ଆଦ୍ୟରୁ ଯେ ଥିଲେ, ଯାହା ଆମ୍ଭେମାନେ ଶୁଣିଅଛୁ, ଯାହା ଆମ୍ଭେମାନେ ସ୍ୱଚକ୍ଷୁରେ ଦେଖିଅଛୁ, ଯାହା ଆମ୍ଭେମାନେ ନିରୀକ୍ଷଣ କରିଅଛୁ ଓ ଆମ୍ଭମାନଙ୍କ ହସ୍ତରେ ସ୍ପର୍ଶ କରିଅଛୁ, ସେହି ଜୀବନ୍ତ ବାକ୍ୟ ସମ୍ବନ୍ଧରେ—।-1	
writing-pronouns_2_27__1	Pronouns — When to Use Them	unable to migrate selection, there are 2 similar checks	ତାହାଙ୍କଠାରୁ-1 ତାହାଙ୍କଠାରେ-1	
writing-pronouns_3_23__1	Pronouns — When to Use Them	2 duplicate migrations		
writing-pronouns_4_17__1	Pronouns — When to Use Them	2 duplicate migrations		
writing-pronouns_4_6__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	ଏତଦ୍ୱାରା ଆମ୍ଭେମାନେ-1 ଚିହ୍ନି ପାରୁ-1	
writing-pronouns_4_9__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	ଏଥିରେ-1	
writing-pronouns_5_13__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	ଏହି ସମସ୍ତ-1	
writing-pronouns_5_9__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	ଏହା ଈଶ୍ୱରଙ୍କ ସାକ୍ଷ୍ୟ-1	
