Reference	Localized Group	Message	Selections	
figs-explicit_20_9__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	(એ સમયે તેઓ સમજી શક્યા ન હતા કે પ્રબોધકોએ તે શાસ્ત્રોમાં શું લખ્યું હતું જેમાં કહેવામાં આવ્યું હતું-1	
figs-explicit_21_19__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	પિતર કેવી રીતે મૃત્યું પામશે તે સૂચિત કરવા માટે-1 જેથી લોકોને દર્શાવી શકે કે ઈશ્વર કેટલા મહાન છે-1	
figs-explicit_21_19__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	આવ મારો શિષ્ય બન-1	
figs-explicit_21_24__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	અમે જાણીએ છીએ-1	
figs-idiom_21_7__1	Idiom	unable to migrate selection, no match found for check in new resources	કૂદી પડયો-1	
figs-metaphor_15_6__1	Metaphor	unable to migrate selection, no match found for check in new resources	માળીના કામદારો તેમને ઉપાડે છે અને તેમને આગમાં ફેંકી દઈ અને બાળી નાંખે છે.-1	
figs-metonymy_12_28__1	Metonymy	unable to migrate selection, no match found for check in new resources	પછી ઈશ્વર આકાશમાંથી બોલ્યા-1	
figs-metonymy_12_38__1	Metonymy	unable to migrate selection, no match found for check in new resources	{એવું લાગે છે કે} કોઈએ એ સામર્થ્ય જોયું નથી જે પ્રભુએ પ્રગટ કરેલું છે!”-1	
figs-metonymy_17_18__2	Metonymy	unable to migrate selection, no match found for check in new resources	જગતના લોકોની મધ્યે-1 એમની મધ્યે-1	
figs-metonymy_18_36__2	Metonymy	unable to migrate selection, no match found for check in new resources	તે આ પાપી જગતનું નથી-1 એમ થયું હોત-1	
figs-metonymy_20_31__1	Metonymy	unable to migrate selection, no match found for check in new resources	તેમના દ્વારા અનંતજીવન મળે.-1	
grammar-connect-logic-goal_1_31__1	Connect — Goal (Purpose) Relationship	unable to migrate selection, no match found for check in new resources	એ ખાસ હેતુ માટે કે તેમને ઇસ્રાયેલના લોકોને પ્રગટ કરી શકું-1	
grammar-connect-logic-goal_6_52__1	Connect — Goal (Purpose) Relationship	unable to migrate selection, no match found for check in new resources	જેથી અમે તેને ખાઈએ-1	
grammar-connect-logic-goal_9_39__1	Connect — Goal (Purpose) Relationship	unable to migrate selection, no match found for check in new resources	પરિણામ એ આવશે કે} જે લોકો સમજે છે કે તેઓ ઈશ્વરના સત્યને સમજી શકતા નથી, તે તેને સમજી શકશે, જેમ કે એક આંધળો માણસ જોવાને સક્ષમ બને છે. {બીજું પરિણામ એ આવશે કે} જે લોકો એવું વિચારે છે કે તેઓ ઈશ્વરના સત્યને સમજી શકે છે, તે તેને સમજી શકશે નહિ, એક વ્યક્તિની જેમ જે જુએ છે અને અંધ બને છે.-1	
grammar-connect-time-sequential_3_22__1	Connect — Sequential Time Relationship	unable to migrate selection, no match found for check in new resources	તે બીનાઓ બન્યા પછી-1	
grammar-connect-time-sequential_5_14__1	Connect — Sequential Time Relationship	unable to migrate selection, no match found for check in new resources	પાછળથી-1	
grammar-connect-time-sequential_5_1__1	Connect — Sequential Time Relationship	unable to migrate selection, no match found for check in new resources	તે બાબતો બન્યા પછી-1	
grammar-connect-time-sequential_6_1__1	Connect — Sequential Time Relationship	unable to migrate selection, no match found for check in new resources	તે બાબતો બન્યા પછી-1	
grammar-connect-time-sequential_7_1__1	Connect — Sequential Time Relationship	unable to migrate selection, no match found for check in new resources	તે ઘટનાઓ બન્યા પછી-1	
guidelines-sonofgodprinciples_17_21__1	Translating Son and Father	unable to migrate selection, no match found for check in new resources	જેથી જગતના લોકોને ખબર પડે કે તમે મને અહીં મોકલ્યો છે.-1	
translate-names_19_39__1	How to Translate Names	unable to migrate selection, no match found for check in new resources	તે એ માણસ હતો} જેણે એક વખત આવીને રાત્રે ઈસુ સાથે {વાત કરી હતી.}-1	
writing-background_11_5__1	Background Information	unable to migrate selection, no match found for check in new resources	(ઈસુ માર્થા, તેની બહેન મરિયમ અને લાજરસને પ્રેમ કરતા હતા.)-1	
writing-background_1_24__1	Background Information	unable to migrate selection, no match found for check in new resources	આ યાજકો અને લેવીઓ જેઓને યરૂશાલેમમાંના આગેવાનોએ યોહાન પાસે મોકલ્યા હતા તેઓ ફરોશીઓ હતા-1	
writing-background_1_44__1	Background Information	unable to migrate selection, no match found for check in new resources	ફિલિપ {ગાલીલમાંના} બેથસૈદા શહેરથી હતો. {આ તે શહેર પણ છે જેમાંથી} આન્દ્રિયા અને પિતર હતા.-1	
writing-background_2_9__1	Background Information	unable to migrate selection, no match found for check in new resources	તે જાણતો નહોતો કે દ્રાક્ષારસ ક્યાંથી આવ્યો છે, જો કે જે ચાકરોએ પાણી બહાર કાઢ્યું હતું તેઓ જાણતા હતા.-1	
writing-background_5_1__1	Background Information	unable to migrate selection, no match found for check in new resources	તે બાબતો બન્યા પછી, બીજા યહૂદી તહેવારનો સમય આવ્યો, અને {તહેવાર ઉજવવાના માટે} ઈસુ યરૂશાલેમ શહેરમાં ચાલીને ગયા.-1	
writing-background_6_59__1	Background Information	unable to migrate selection, no match found for check in new resources	ઈસુએ આ કથનો (યહૂદી આગેવાનોને) કહ્યા જ્યારે તે કફર-નહૂમ શહેરમાં એક સભાસ્થાનમાં શીખવી રહ્યા હતા.-1	
writing-background_7_2__1	Background Information	unable to migrate selection, no match found for check in new resources	(હવે તે સમયે યહૂદી માંડવાપર્વની ઉજવણી થવાની હતી-1	
writing-pronouns_1_11__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	શબ્દ તેમના પોતાના લોકો, {યહૂદીઓ} પાસે આવ્યો-1	
writing-pronouns_1_12__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	તેમનો-1	
writing-pronouns_1_13__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	ઈશ્વરના આ બાળકો-1	
writing-pronouns_1_14__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	તેમને તેમના મહિમાવંત સ્વભાવને દર્શાવતા જોયા છે.-1	
writing-pronouns_1_15__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	શબ્દ-1	
writing-pronouns_1_23__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	યોહાને તેઓને કહ્યું-1	
writing-pronouns_1_28__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	આ બીનાઓ-1	
writing-pronouns_1_31__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	એ ખાસ હેતુ માટે કે તેમને ઇસ્રાયેલના લોકોને પ્રગટ કરી શકું."-1	
writing-pronouns_1_34__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	આ માણસ, ઈસુ-1	
writing-pronouns_1_4__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	શબ્દ-1	
writing-pronouns_1_50__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	આના કરતાં વધુ મહાન બાબતો કરતાં-1	
writing-pronouns_1_7__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	તેની {સાક્ષી}ના માધ્યમથી-1	
writing-pronouns_2_12__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	આ ચમત્કાર કર્યાના થોડા સમય પછી-1	
writing-pronouns_2_12__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	ઈસુ અને તેમના માતા-1	
writing-pronouns_2_18__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	આ પ્રકારની બાબતો-1	
writing-pronouns_2_23__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	પછીના સમયે, જ્યારે ઈસુ-1 હતા-1	
writing-pronouns_3_10__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	હું જે કહી રહ્યો છું તે તું સમજી શકતો હોવો જોઈએ-1	
writing-pronouns_3_16__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	તેમના દીકરામાં-1	
writing-pronouns_3_9__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	તે-2	
writing-pronouns_4_19__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	ઈસુને-1	
writing-pronouns_4_30__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	ઈસુ પાસે-1	
writing-pronouns_4_3__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	{જ્યારે તેમને ખબર પડી કે ફરોશીઓ તેમના વિષે વાકેફ હતા,} ઈસુ-1 પાછા ફર્યા-1	
writing-pronouns_4_43__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	ઈસુ-1 છોડી-1	
writing-pronouns_4_46__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	ઈસુ-1 પાછા ગયા-1	
writing-pronouns_4_9__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	ઈસુને-1	
writing-pronouns_5_16__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	તેથી-1	
writing-pronouns_5_17__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	ઈસુએ તેઓને આ જવાબ આપ્યો-1	
writing-pronouns_5_18__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	{તેમના આમ કહેવાથી} એક પરિણામસ્વરૂપે-1	
writing-pronouns_5_20__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	{જે હું કરી ચૂક્યો છું}-1 કરતાં પણ વધારે મહાન ચમત્કારો હશે-1	
writing-pronouns_5_28__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	પિતાએ} આ {કર્યું છે તે માટે} આશ્ચર્ય ન પામશો-1	
writing-pronouns_5_34__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	હું બાપ્તિસ્મા આપનાર યોહાન વિષે આ કહું છું-1	
writing-pronouns_6_59__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	ઈસુએ-1 કહ્યા-1	
writing-pronouns_6_59__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	આ કથનો (યહૂદી આગેવાનોને)-1	
writing-pronouns_6_61__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	તેમણે જે કહ્યું હતું તેના વિષે-1	
writing-pronouns_6_65__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	કારણ કે {તમારામાંથી કેટલાક મારા પર વિશ્વાસ કરતા નથી-1	
writing-pronouns_6_8__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	તેમના-1 ઈસુ-1	
writing-pronouns_8_40__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	ઈબ્રાહીમે એવું કંઈ કર્યું ન હતું.-1	
writing-pronouns_9_22__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	જે જાહેર કરે કે ઈસુ ખ્રિસ્ત મસીહા હતા-1	
