Reference	Localized Group	Message	Selections	
figs-abstractnouns_11_30__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	જે બાબતોમાં હું નિર્બળ છું {-1	
figs-abstractnouns_11_31__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	સર્વકાળ-1	
figs-abstractnouns_11_3__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	પોતાના કપટથી-1	
figs-abstractnouns_11_3__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ખ્રિસ્તમાં {જે} નિખાલસપણું તથા પવિત્રતા છે-1	
figs-abstractnouns_11_6__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	જ્ઞાનમાં-1	
figs-abstractnouns_12_10__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	નિર્બળતામાં, અપમાન સહન કરવા, તંગીમાં, સતાવણીમાં, અને સંકટમાં-1	
figs-abstractnouns_12_12__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	પૂરી ધીરજથી-1	
figs-abstractnouns_12_13__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	આ અન્યાય-1	
figs-abstractnouns_12_16__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	કપટથી-1	
figs-abstractnouns_12_5__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	મારી દુર્બળતા-1	
figs-abstractnouns_12_6__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	સાચું-1	
figs-abstractnouns_12_9__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તારે વાસ્તે મારી કૃપા બસ છે, કેમ કે મારું સામર્થ્ય નિર્બળતામાં સંપૂર્ણ થાય છે.-1	
figs-abstractnouns_12_9__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ખ્રિસ્તનું પરાક્રમ મારા પર આવી રહે એ સારુ ઊલટું-1 મારી નિર્બળતા વિષે-1	
figs-abstractnouns_13_10__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	જે અધિકાર પ્રભુએ-1 આપ્યો છે તે પ્રમાણે-1	
figs-abstractnouns_13_11__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	શાંતિમાં રહો-1	
figs-abstractnouns_13_11__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	પ્રેમ તથા શાંતિ આપનાર ઈશ્વર-1	
figs-abstractnouns_13_13__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	પ્રભુ ઈસુ ખ્રિસ્તની કૃપા તથા ઈશ્વરનો પ્રેમ તથા પવિત્ર આત્માની સંગત તમો સર્વની સાથે {રહો}.-1	
figs-abstractnouns_13_3__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ખ્રિસ્ત જે મારા દ્વારા બોલે છે તેની સાબિતી તમે માંગો છો,-1	
figs-abstractnouns_13_4__-1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	નિર્બળતાને લીધે-1	
figs-abstractnouns_13_4__-1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ઈશ્વરના સામર્થ્ય વડે-1	
figs-abstractnouns_13_8__-1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	સત્ય-2	
figs-abstractnouns_1_10__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તેના પર અમે આશા રાખી છે,-1	
figs-abstractnouns_1_11__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	અમારી વતી ઘણાં આભારસ્તુતિ કરે-1	
figs-abstractnouns_1_11__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	કૃપાદાન અમને આપવામાં આવ્યું-1	
figs-abstractnouns_1_12__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	અમારી પ્રેરકબુદ્ધિ એવી સાક્ષી આપે છે-1	
figs-abstractnouns_1_12__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	પવિત્રતાથી તથા ઈશ્વરની આગળ નિષ્કપટ ભાવથી-1	
figs-abstractnouns_1_12__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	દૈહિક જ્ઞાનથી નહિ-1	
figs-abstractnouns_1_12__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ઈશ્વરની કૃપાથી,-1	
figs-abstractnouns_1_15__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ભરોસાથી,-1	
figs-abstractnouns_1_20__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ઈશ્વરનો મહિમા વધે-1	
figs-abstractnouns_1_24__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તમારા વિશ્વાસ પર અમે અધિકાર ચલાવીએ છીએ-1	
figs-abstractnouns_1_24__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તમારા આનંદના-1	
figs-abstractnouns_1_24__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	વિશ્વાસથી-1	
figs-abstractnouns_1_2__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ઈશ્વર આપણા પિતા તરફથી તથા પ્રભુ ઈસુ ખ્રિસ્તથી તમને કૃપા તથા શાંતિ થાઓ-1	
figs-abstractnouns_1_3__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	જે કરુણાનો પિતા તથા સર્વ દિલાસાના ઈશ્વર છે તેની સ્તુતિ {થાઓ},-1	
figs-abstractnouns_1_4__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તે અમારા સર્વ દુઃખમાં અમને દિલાસો આપે છે જેથી અમને પોતાને ઈશ્વર તરફથી જે દિલાસો મળે છે-1	
figs-abstractnouns_1_6__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	{તે} તમારા દિલાસા તથા તારણને સારુ છે;-1	
figs-abstractnouns_1_6__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	સહન કરીએ છીએ તે જ દુઃખો-1	
figs-abstractnouns_1_6__2	Abstract Nouns	unable to migrate selection, no match found for check in new resources	{તે} તમારા દિલાસા-1 ને સારુ છે-1	
figs-abstractnouns_1_7__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	અને તમારે વાસ્તે અમારી આશા દૃઢ {છે},-1	
figs-abstractnouns_1_7__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તેમ, દિલાસામાં પણ ભાગિયા છો-1	
figs-abstractnouns_1_8__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	જે વિપત્તિ-1 અમને પડી તે વિષે-1	
figs-abstractnouns_2_13__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	મારા આત્માને કઈ પણ ચેન ના હતું,-1	
figs-abstractnouns_2_14__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	પોતાના જ્ઞાનનો-1	
figs-abstractnouns_2_16__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	મોતના મૃત્યુકારક-1 જીવનના જીવન દાયક-1	
figs-abstractnouns_2_17__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	શુદ્ધ અંતઃકરણથી-1	
figs-abstractnouns_2_1__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ખેદ-1	
figs-abstractnouns_2_3__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	મને ખેદ ન થાય-1	
figs-abstractnouns_2_3__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ભરોસો રાખું છું-1	
figs-abstractnouns_2_3__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	મારો આનંદ તે તમો સર્વનો {આનંદ} છે-1	
figs-abstractnouns_2_4__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ઘણી વિપત્તિથી તથા હૃદયની વેદનાથી-1	
figs-abstractnouns_2_4__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તમારા ઉપર મારી જે અતિશય પ્રીતિ છે-1	
figs-abstractnouns_2_5__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ખેદ પમાડ્યો હોય-1	
figs-abstractnouns_2_7__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	અતિશય ખેદમાં-1	
figs-abstractnouns_2_8__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તમે-1 પર-1 પ્રેમ રાખો-1	
figs-abstractnouns_2_9__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તમારી પરીક્ષા કરું.-1	
figs-abstractnouns_3_10__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	અદભુત ગૌરવ-1	
figs-abstractnouns_3_11__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ગૌરવવાળું {હતું-1 ગૌરવવાળું છે!-1	
figs-abstractnouns_3_12__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	એવી આશા હોવાથી-1	
figs-abstractnouns_3_12__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	બહુ હિંમતથી-1	
figs-abstractnouns_3_17__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ત્યાં} સ્વતંત્રતા છે.-1	
figs-abstractnouns_3_18__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	પ્રભુનું ગૌરવ-1	
figs-abstractnouns_3_18__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	અધિકાધિક ગૌરવ ધારણ કરતા-1	
figs-abstractnouns_3_1__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ભલામણ પત્રોની-1	
figs-abstractnouns_3_4__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	અમને-1 ભરોસો છે-1	
figs-abstractnouns_3_5__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	અમારી પર્યાપ્તતા ઈશ્વર તરફથી {છે}-1	
figs-abstractnouns_3_7__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	મરણ સૂચક સેવા,-1	
figs-abstractnouns_3_7__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ગૌરવવાળી હતી-1	
figs-abstractnouns_3_7__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	મુખ પરનું ગૌરવ જે ટળી જનારું હતું-1	
figs-abstractnouns_3_8__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	વિશેષ ગૌરવવાળી-1	
figs-abstractnouns_3_9__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	દંડાજ્ઞાની સેવા ગૌરવરૂપ {છે-1	
figs-abstractnouns_3_9__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તો ન્યાયીપણાની સેવા ગૌરવમાં બહુ અધિક છે!-1	
figs-abstractnouns_4_10__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ઈસુનું જીવન-1	
figs-abstractnouns_4_11__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	મરણને-1	
figs-abstractnouns_4_11__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ઈસુના જીવનને-1	
figs-abstractnouns_4_12__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	અમારામાં મરણ અસર કરે છે, પણ તમારામાં જીવન અસર કરે છે.-1	
figs-abstractnouns_4_13__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	વિશ્વાસનો-1	
figs-abstractnouns_4_15__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	કૃપા-1	
figs-abstractnouns_4_15__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ઈશ્વરના મહિમાને અર્થે વિશેષ આભારસ્તુતિ કરાવે.-1	
figs-abstractnouns_4_17__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	અમારી જુજ તથા ક્ષણિક વિપત્તિ-1	
figs-abstractnouns_4_17__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	મહિમા-1	
figs-abstractnouns_4_1__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	અમારા પર દયા થઇ-1	
figs-abstractnouns_4_2__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	કાવતરા-1	
figs-abstractnouns_4_2__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	સત્ય પ્રગટ કર્યાથી-1	
figs-abstractnouns_4_4__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તેના મહિમાની-1	
figs-abstractnouns_4_4__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	જે ઈશ્વરની પ્રતિમા છે-1	
figs-abstractnouns_4_6__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	અંધારામાંથી-1	
figs-abstractnouns_4_6__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ઈશ્વરનો-1 તેના જ્ઞાનનો પ્રકાશ પાડે.-1	
figs-abstractnouns_4_7__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	પરાક્રમની અધિકતા-1	
figs-abstractnouns_5_11__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	પ્રભુનું ભય-1	
figs-abstractnouns_5_12__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	પ્રસંગ-1	
figs-abstractnouns_5_14__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ખ્રિસ્તનો પ્રેમ-1	
figs-abstractnouns_5_17__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તે નવી ઉત્પત્તિ છે.-1	
figs-abstractnouns_5_19__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	સમાધાનનો-1	
figs-abstractnouns_5_21__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	આપણે-1 ઈશ્વરના ન્યાયીપણારૂપ થઈએ-1	
figs-abstractnouns_5_4__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	જીવનમાં-1	
figs-abstractnouns_5_7__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	વિશ્વાસથી ચાલીએ છીએ, દ્રષ્ટિથી નહિ.-1	
figs-abstractnouns_6_12__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	પોતાના અંતઃકરણમાં-1	
figs-abstractnouns_6_14__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ન્યાયપણાને અન્યાયીપણાની સાથે સોબત કે-1 {હોય}?-1	
figs-abstractnouns_6_14__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	અજવાળાને અંધકારની જોડે શી સંગત {હોય}?-1	
figs-abstractnouns_6_15__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ખ્રિસ્તને બલીઆલની સાથે શો મિલાપ {હોય}?-1	
figs-abstractnouns_6_16__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ઈશ્વરના ભક્તિસ્થાનને મૂર્તિઓની સાથે શો સંબંધ {હોય}?-1	
figs-abstractnouns_6_1__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ઈશ્વરની કૃપા-1	
figs-abstractnouns_6_2__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તારણને-1	
figs-abstractnouns_6_4__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	બહુ જ ધીરજ રાખીને, વિપત્તિઓ વેઠીને, તંગીઓ સહીને, સંકટો ઉઠાવીને,-1	
figs-abstractnouns_6_5__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ફાટકા ખાઈને, કેદ ભોગવીને, હંગામા સહીને, કષ્ટ વિઠીને, {ઉજાગરા} કરીને, ભૂખ વેઠીને,-1	
figs-abstractnouns_6_6__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	શુદ્ધતા વડે, જ્ઞાન વડે, સહનશીલતા વડે, પરોપકાર વડે, પવિત્ર આત્માથી, નિષ્કપટ પ્રીતિથી,-1	
figs-abstractnouns_6_7__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	સત્યના વચનથી, ઈશ્વરના પરાક્રમથી-1	
figs-abstractnouns_6_7__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ન્યાયના હથિયારો-1	
figs-abstractnouns_6_8__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	માન તથા અપમાન-1	
figs-abstractnouns_6_9__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	મૃત્યુ પામ્યા નથી;-1	
figs-abstractnouns_7_10__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ઈશ્વરની ઈચ્છા પ્રમાણે થતો ખેદ શોક નહિ પણ તારણ ઉપજાવે એવો પસ્તાવો ઉત્પન્ન કરે છે.-1	
figs-abstractnouns_7_10__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	મરણસાધક છે-1	
figs-abstractnouns_7_11__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તમારા મનમાં કેવી આતુરતા ઉત્પન્ન થઈ,-1	
figs-abstractnouns_7_11__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	વળી પોતાને નિર્દોષ ઠરાવવાની તમારી કેવી ઉત્કંઠા: વળી કેવો ક્રોધ, વળી કેવું ભય, વળી કેવી આતુરતા, આકાંક્ષા, વળી કેવી ઉત્કાંઠા, {વળી} બદલો લેવાની કેવી તત્પરતા!-1	
figs-abstractnouns_7_12__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	અમારે વિષે તમારી જે આતુરતા {છે}-1	
figs-abstractnouns_7_13__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	અમારા દિલાસા-1	
figs-abstractnouns_7_13__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તિતસને થયેલા આનંદથી-1	
figs-abstractnouns_7_14__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	સત્ય-1	
figs-abstractnouns_7_14__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તિતસની આગળ કર્યું તે અમારું અભિમાન સાચું પડ્યું .-1	
figs-abstractnouns_7_15__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તેની મમતા તમારા પર પુષ્કળ છે.-1	
figs-abstractnouns_7_15__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ભય તથા ધ્રુજારી સહિત-1	
figs-abstractnouns_7_1__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	પ્રતિજ્ઞાઓ મળેલી છે,-1	
figs-abstractnouns_7_1__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	દેહની-1 સર્વ મલિનતા ને દૂર કરીને,-1	
figs-abstractnouns_7_1__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	સંપૂર્ણ પવિત્રતા-1	
figs-abstractnouns_7_1__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ઈશ્વરનું ભય રાખીને-1	
figs-abstractnouns_7_3__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તમને દોષિત ઠરાવવાને-1	
figs-abstractnouns_7_4__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તમારામાં મારો આત્મવિશ્વાસ ઘણો છે ; તમારાં વતી મારો અભિમાન મહાન છે-1	
figs-abstractnouns_7_4__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	પ્રોત્સાહનથી-1	
figs-abstractnouns_7_4__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	મારું અંતઃકરણ આનંદથી ઉભરાઈ જાય છે.-1	
figs-abstractnouns_7_5__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	કઈ સુખ નહોતું-1	
figs-abstractnouns_7_5__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	બહાર લડાઈઓ {હતી}-1 બીક હતી-1	
figs-abstractnouns_7_7__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	જે દિલાસો મળ્યો તેથી-1	
figs-abstractnouns_7_7__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તમારી અભિલાષા, તમારો શોક, મારે માટે તમારી ઉત્કંઠા-1	
figs-abstractnouns_7_9__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	પસ્તાવો કર્યો તે માટે.-1	
figs-abstractnouns_8_11__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તેનાથી પરિપૂર્ણ કરો-1	
figs-abstractnouns_8_12__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ઈચ્છા હોય,-1	
figs-abstractnouns_8_13__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	{બીજાઓને} આરામ થાય અને તમને સંકટ થાય-1	
figs-abstractnouns_8_13__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	સમાનતાને ધોરણે થાય .-1	
figs-abstractnouns_8_14__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તમારી અછત પૂરી પાડે-1	
figs-abstractnouns_8_14__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તેઓની પુષ્કળતા પણ તમારી અછત પૂરી પાડે-1	
figs-abstractnouns_8_14__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	સમાનતા {થાય}-1	
figs-abstractnouns_8_16__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તેણે તિતસના હદયમાં તમારે વાસ્તે તેની નિષ્ઠા ઉત્પન્ન કરી.-1	
figs-abstractnouns_8_19__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	આ કૃપા-1	
figs-abstractnouns_8_19__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	પ્રભુના મહિમા માટે-1	
figs-abstractnouns_8_19__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	અમારી {ઉત્કંઠા}-1	
figs-abstractnouns_8_1__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ઈશ્વરની કૃપા-1	
figs-abstractnouns_8_22__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તમારા પર તેનો} ઘણો વિશ્વાસ હોવાથી {તે હમણાં}-1	
figs-abstractnouns_8_24__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તમારા પ્રેમનું પ્રમાણ તથા તમારે વિષે અમારું અભિમાન કરવાનું પ્રમાણ-1	
figs-abstractnouns_8_2__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તેઓના પુષ્કળ આનંદને લીધે તથા તેઓની ભારે દરિદ્રતા-1	
figs-abstractnouns_8_2__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તેઓની ઉદારતારૂપી સમૃદ્ધિ-1	
figs-abstractnouns_8_3__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	યથાશક્તિ-1 શક્તિ ઉપરાંત-1	
figs-abstractnouns_8_4__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	તેઓએ પોતાની આ ઉદારતારૂપી કૃપા સ્વીકારીને તથા-1 {બજાવવામાં} ભાગીદારપણું કબૂલ કરવાને-1	
figs-abstractnouns_8_5__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	ઈશ્વરની ઈચ્છા પ્રમાણે-1	
figs-abstractnouns_8_6__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	આ ઉદારતાની કૃપા-1	
figs-abstractnouns_8_7__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	એટલે વિશ્વાસમાં વાક્ચાતુર્યમાં જ્ઞાનમાં ભારે ઉત્કંઠામાં તથા અમારા ઉપરના તમારા પ્રેમમાં વધ્યા,-1	
figs-abstractnouns_8_7__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	આ ઉદારતાની કૃપામાં-1	
figs-abstractnouns_8_8__1	Abstract Nouns	unable to migrate selection, no match found for check in new resources	બીજાઓની ઉત્કંઠાની ધોરણે તમારી પ્રીતિનું પારખું કરવાને-1	
