Reference	Localized Group	Message	Selections	
figs-explicit_14_66__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	પ્રમુખ યાજકની એક દાસી-1	
figs-explicit_14_69__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	એ તેઓમાનો છે."-1	
figs-explicit_15_27__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	એકને {તેની} જમણી તરફ ને બીજાને તેની ડાબી તરફ.-1	
figs-explicit_15_2__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	તું કહે છે-1	
figs-explicit_15_36__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	તેને {તે}ચૂસવા આપી-1	
figs-explicit_15_44__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	હવે પિલાત અચરતી પામ્યો કે શું તે એટલામાં મરી ગયો હોય, તેણે સુબેદારને પોતાની પાસે બોલાવીને-1	
figs-explicit_15_8__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	વિનંતી કરવા લાગ્યા કે જેમ તું અમારે સારુ હંમેશા કરતો તે પ્રમાણે કર-1	
figs-explicit_1_13__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	દૂતોએ તેની સેવા કરી-1	
figs-explicit_1_16__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	સિમોન તથા-1 આન્દ્રિયા-1	
figs-explicit_1_19__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	જાળો સાંધતા-1	
figs-explicit_1_20__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	તેઓ-2 તેની પાછળ ગયા-1	
figs-explicit_1_31__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	તાવ મટી ગયો-1	
figs-explicit_1_4__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	અને પાપોની માફીને સારુ પસ્તાવાનું બાપ્તિસ્માં પ્રસિદ્ધ કરતો હતો.-1	
figs-explicit_2_18__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	અને યોહાનના તથા ફરોશીઓના શિષ્યો ઉપવાસ કરતા હતા-1	
figs-explicit_3_11__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	રે તેઓ તેને પગે પડીને પોકારી ઊઠ્યા, કે, "તું દેવનો દીકરો છે."-1	
figs-explicit_5_6__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	અને ઈસુને દૂરથી જોઈને તે દોડી આવ્યો, અને તેને પગે લાગ્યો-1	
figs-explicit_6_11__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	તમારા પગ તળેની ધૂળ ખંખેરી {નાખો}-1	
figs-explicit_6_15__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	પણ બીજાઓએ કહ્યું, "તે એલિયા છે." અને બીજાઓએ કહ્યું, "તે પ્રબોધકોમાના કોઈ એક ના જેવો, એક પ્રબોધક છે."-1	
figs-explicit_6_17__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	કેમકે-1	
figs-explicit_7_19__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	સર્વ ખોરાક શુદ્ધ ઠરાવ્યા-1	
figs-explicit_8_35__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	કેમ કે જે કોઈ પોતાનો જીવ બચાવવા ચાહે છે તે તેને ખોશે, અને જે કોઈ {મારે} લીધે તથા સુવાર્તાને લીધે પોતાનો જીવ ખોશે તે તેને બચાવશે.-1	
figs-explicit_9_42__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	તેને માટે તે કરતા આ સારું છે કે-1	
figs-hypo_8_34__1	Hypothetical Situations	unable to migrate selection, no match found for check in new resources	જો કોઈ મારી પાછળ આવવા ચાહે તો, તેણે પોતાનો નકાર કરવો ને પોતાનો વધસ્તંભ ઊચકીને મારી પાછળ ચાલવું.-1	
figs-idiom_14_71__1	Idiom	unable to migrate selection, no match found for check in new resources	શાપ દેવા-1	
figs-idiom_1_3__1	Idiom	unable to migrate selection, no match found for check in new resources	તૈયાર કરો-1 સીધા કરો-1	
figs-idiom_1_41__1	Idiom	unable to migrate selection, no match found for check in new resources	દયાથી ભરપુર થઈને-1	
figs-idiom_7_15__1	Idiom	unable to migrate selection, no match found for check in new resources	બહારથી માણસમાં-1 કશુજ નથી-1	
figs-litany_6_3__1	Litany	unable to migrate selection, no match found for check in new resources	શું એ સુતાર નથી, શું એ મરિયમનો દીકરો યાકૂબ તથા યોસે તથા યહૂદા તથા સિમોનનો ભાઈ નથી? શું એની બહેનો અહી આપણી પાસે નથી?"-1	
figs-litany_6_4__1	Litany	unable to migrate selection, no match found for check in new resources	પોતાના દેશ પોતાનાં સગાં તથા {પોતાના} ઘર સિવાય,-1	
figs-litany_6_4__1	Litany	unable to migrate selection, no match found for check in new resources	પોતાનાં સગાં-1	
figs-litany_6_4__1	Litany	unable to migrate selection, no match found for check in new resources	{પોતાના} ઘર સિવાય, પ્રબોધક બીજે ઠેકાણે માન વિનાનો નથી-1	
figs-litany_6_56__1	Litany	unable to migrate selection, no match found for check in new resources	ગામોમાં કે શહેરોમાં કે પરાંઓ{માં} પેઠો-1	
figs-litotes_10_29__1	Litotes	unable to migrate selection, no match found for check in new resources	જે કોઈએ-1 મૂકી દીધા હશે,-1	
figs-litotes_11_13__1	Litotes	unable to migrate selection, no match found for check in new resources	પાંદડા વિના, તેને કઈ મળ્યું નહિ-1	
figs-metaphor_12_31__1	Metaphor	unable to migrate selection, no match found for check in new resources	અને બીજી એ-1	
figs-metaphor_14_62__1	Metaphor	unable to migrate selection, no match found for check in new resources	આકાશના વાદળા સહીત આવતા-1 દેખશો-1	
figs-metaphor_15_19__1	Metaphor	unable to migrate selection, no match found for check in new resources	ઘુંટણ ટેકીને-1	
figs-metaphor_15_33__1	Metaphor	unable to migrate selection, no match found for check in new resources	આખા દેશમાં-1 અંધકાર છવાઈ રહ્યો-1	
figs-metaphor_15_42__1	Metaphor	unable to migrate selection, no match found for check in new resources	સાંજ પડી {ત્યારે-1	
figs-metaphor_1_17__1	Metaphor	unable to migrate selection, no match found for check in new resources	માણસોના-1	
figs-metaphor_4_15__1	Metaphor	unable to migrate selection, no match found for check in new resources	તેઓ-1	
figs-metaphor_4_16__1	Metaphor	unable to migrate selection, no match found for check in new resources	તેઓ-1	
figs-metaphor_4_16__1	Metaphor	unable to migrate selection, no match found for check in new resources	પથ્થરવાળી ભોયમાં વવાયેલાં તેઓ-1	
figs-metaphor_4_17__1	Metaphor	unable to migrate selection, no match found for check in new resources	તેઓ તરત ઠોકર ખાય છે.-1	
figs-metaphor_4_18__1	Metaphor	unable to migrate selection, no match found for check in new resources	બીજા-1	
figs-metonymy_12_26__1	Metonymy	unable to migrate selection, no match found for check in new resources	ઝાડી વિષેનાં-1	
figs-metonymy_14_55__1	Metonymy	unable to migrate selection, no match found for check in new resources	મારી નંખાવા-1	
figs-metonymy_15_1__1	Metonymy	unable to migrate selection, no match found for check in new resources	ઈસુને બાંધીને લઈ ગયા-1	
figs-metonymy_15_46__1	Metonymy	unable to migrate selection, no match found for check in new resources	તેણે-1 તેને ઉતારીને-1 એક પથ્થર ગબડાવી મુક્યો,-1	
figs-metonymy_4_14__1	Metonymy	unable to migrate selection, no match found for check in new resources	વાવનાર વચન વાવે છે-1	
figs-metonymy_4_14__1	Metonymy	unable to migrate selection, no match found for check in new resources	વચન વાવે છે.-1	
figs-metonymy_4_23__1	Metonymy	unable to migrate selection, no match found for check in new resources	જો કોઈને સાંભળવાને કાન હોય તો તેણે સાંભળવું!"-1	
figs-nominaladj_14_61__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	સ્તુતીમાનનો-1	
figs-parables_4_26__1	Parables	unable to migrate selection, no match found for check in new resources	જાણે કોઈ માણસ ભોંયમાં બી નાખે,-1	
figs-parallelism_3_4__1	Parallelism	unable to migrate selection, no match found for check in new resources	સારું કરવું કે માઠું કરવું; જીવને બચાવવો કે તેને મારી નાખવો-1	
figs-personification_12_29__1	Personification	unable to migrate selection, no match found for check in new resources	ઓ ઈસ્રાએલ-1	
figs-quotations_14_14__1	Direct and Indirect Quotations	unable to migrate selection, no match found for check in new resources	ત્યાં નાં ઘર ધણીને કહો, 'ઉપદેશક કહે છે કે, "મારે ઉતરવાની ઓરડી ક્યા છે કે જ્યાં હું મારા શિષ્યો સાથે પાસ્ખા ખાઉં?"'-1	
figs-rquestion_12_35__1	Rhetorical Question	unable to migrate selection, no match found for check in new resources	શાસ્ત્રીઓ કેમ કહે છે કે ખ્રિસ્ત દાઉદનો દીકરો {છે}?-1	
figs-rquestion_12_37__1	Rhetorical Question	unable to migrate selection, no match found for check in new resources	તો તે તેનો દીકરો કેવી રીતે છે-1	
figs-rquestion_14_41__1	Rhetorical Question	unable to migrate selection, no match found for check in new resources	બસ છે!-1	
figs-rquestion_4_21__1	Rhetorical Question	unable to migrate selection, no match found for check in new resources	અથવા ખાટલા તળે મૂકવા સારુ કોઈ દીવો લાવે છે?-1	
figs-rquestion_6_37__1	Rhetorical Question	unable to migrate selection, no match found for check in new resources	અને તેઓ તેને કહે છે કે શું અમે જઈને ૨૦૦ દીનારની રોટલીઓ લઈને {તેઓને} ખવડાવીએ?"-1	
figs-rquestion_8_36__1	Rhetorical Question	unable to migrate selection, no match found for check in new resources	માણસ-1	
grammar-collectivenouns_11_32__1	Collective Nouns	unable to migrate selection, no match found for check in new resources	કેમ કે બધા-1	
guidelines-sonofgodprinciples_1_11__1	Translating Son and Father	unable to migrate selection, no match found for check in new resources	ને આકાશમાંથી એવી વાણી થઈ-1	
translate-names_15_21__1	How to Translate Names	unable to migrate selection, no match found for check in new resources	કુરેનીનો-1	
translate-names_15_22__1	How to Translate Names	unable to migrate selection, no match found for check in new resources	ખોપરીની જગા-1	
translate-names_15_40__1	How to Translate Names	unable to migrate selection, no match found for check in new resources	યોસેની-1	
translate-names_15_40__1	How to Translate Names	unable to migrate selection, no match found for check in new resources	સલોમી-1	
translate-names_1_2__1	How to Translate Names	unable to migrate selection, no match found for check in new resources	યશાયા-1	
translate-names_1_4__1	How to Translate Names	unable to migrate selection, no match found for check in new resources	યોહાન-1	
translate-numbers_5_13__1	Numbers	unable to migrate selection, no match found for check in new resources	નીકળીને-1	
translate-numbers_5_42__1	Numbers	unable to migrate selection, no match found for check in new resources	અને તરત છોકરી ઉઠીને ચાલવા લાગી (કેમ કે તે ૧૨ {વરસની} હતી),-1	
translate-numbers_6_6__1	Numbers	unable to migrate selection, no match found for check in new resources	અને આસપાસ ગામેગામ તે બોધ કરતો ફર્યો.-1	
translate-textvariants_6_22__1	Textual Variants	unable to migrate selection, no match found for check in new resources	હેરોદીયાની દીકરી અંદર આવીને-1	
translate-unknown_5_4__1	Translate Unknowns	unable to migrate selection, no match found for check in new resources	કેમ કે તે ઘણીવાર બેડીઓએ તથા સાંકળોએ બંધાયો હતો, ને તે સાંકળો તોડી નાખતો તથા બેડીઓ ભાંગી નાખતો, અને કોઈ તેને વશ કરી શકવા શક્તિમાન નહોતો.-1	
writing-pronouns_1_7__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	મારી પાછળ આવે છે-1	
