Reference	Localized Group	Message	Selections	
figs-ellipsis_4_8__1	Ellipsis	unable to migrate selection, no match found for check in new resources	जो व्यक्ति इसे अस्वीकार करता है-1	
figs-ellipsis_5_24__1	Ellipsis	unable to migrate selection, no match found for check in new resources	जो-1 बुलाता है वह-1 है-2	
figs-ellipsis_5_4__1	Ellipsis	unable to migrate selection, no match found for check in new resources	दिन-1	
figs-euphemism_5_10__1	Euphemism	unable to migrate selection, no match found for check in new resources	चाहे हम जागें या सोएँ-1	
figs-exclusive_5_8__1	Exclusive and Inclusive ‘We’	unable to migrate selection, no match found for check in new resources	हमें-1	
figs-exclusive_5_9__1	Exclusive and Inclusive ‘We’	unable to migrate selection, no match found for check in new resources	हमें-1	
figs-explicit_3_12__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	प्रभु-1	
figs-explicit_4_13__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	औरों की तरह-1	
figs-explicit_4_14__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	परमेश्वर-1 यीशु-2	
figs-explicit_4_15__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	प्रभु के-1	
figs-explicit_4_6__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	प्रभु-1	
figs-explicit_4_8__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	परन्‍तु परमेश्वर-1 जो अपनी पवित्र आत्मा-1 प्रदान करता है-1	
figs-explicit_5_19__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	आत्मा-1	
figs-explicit_5_26__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	पवित्र चुम्बन से-1	
figs-gendernotations_4_10__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	भाइयों-1	
figs-gendernotations_4_13__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	हे भाइयों-1	
figs-gendernotations_4_1__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	हे भाइयों-1	
figs-gendernotations_5_12__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	हे भाइयों-1	
figs-gendernotations_5_1__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	हे भाइयों-1	
figs-gendernotations_5_25__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	हे भाइयों-1	
figs-gendernotations_5_4__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	हे भाइयों-1	
figs-hendiadys_4_11__1	Hendiadys	unable to migrate selection, no match found for check in new resources	और शान्ति से जीवन व्यतीत करने-1 का प्रयास करो-1	
figs-idiom_4_10__1	Idiom	unable to migrate selection, no match found for check in new resources	भाइयों-1	
figs-idiom_4_12__1	Idiom	unable to migrate selection, no match found for check in new resources	तुम-1 सही रीति से चल सको-1	
figs-idiom_4_13__1	Idiom	unable to migrate selection, no match found for check in new resources	हे भाइयों-1	
figs-idiom_4_1__1	Idiom	unable to migrate selection, no match found for check in new resources	हे भाइयों-1	
figs-idiom_4_1__1	Idiom	unable to migrate selection, no match found for check in new resources	प्रभु यीशु में-1	
figs-idiom_5_12__1	Idiom	unable to migrate selection, no match found for check in new resources	प्रभु में-1	
figs-idiom_5_1__1	Idiom	unable to migrate selection, no match found for check in new resources	हे भाइयों-1	
figs-idiom_5_25__1	Idiom	unable to migrate selection, no match found for check in new resources	हे भाइयों-1	
figs-idiom_5_27__1	Idiom	unable to migrate selection, no match found for check in new resources	सब भाइयों के लिए-1	
figs-infostructure_5_18__1	Information Structure	unable to migrate selection, no match found for check in new resources	हर बात में धन्यवाद करो-1	
figs-litany_2_12__1	Litany	unable to migrate selection, no match found for check in new resources	तुम्हें उपदेश देते हैं और तुम्हें प्रोत्साहित करते हैं और तुम्हारे-1 विषय में गवाही देते हैं-1	
figs-litany_2_13__1	Litany	unable to migrate selection, no match found for check in new resources	कि-1	
figs-litany_3_6__1	Litany	unable to migrate selection, no match found for check in new resources	तुम्हारे विश्वास तथा प्रेम का-1 और यह कि तुम्हारे पास हमेशा हमारी अच्छी यादें हैं, और हमें वैसे ही देखने की लालसा करते हो जैसे हम भी, तुम्हें देखने की।-1	
figs-litany_4_16__1	Litany	unable to migrate selection, no match found for check in new resources	क्‍योंकि प्रभु स्‍वयं ललकारते हुए, प्रधान दूत की आवाज और परमेश्वर की तुरही के साथ, स्‍वर्ग से उतरेगा, और जो मसीह में मरे हुए हैं, वे पहले जी उठेंगे।-1	
figs-litany_4_3__1	Litany	unable to migrate selection, no match found for check in new resources	तुम्हें यौन अनैतिकता से दूर रखना;-1	
figs-litany_5_14__1	Litany	unable to migrate selection, no match found for check in new resources	उपद्रवी को चेतावनी दो, निरुत्साहितों को प्रोत्साहित करो, निर्बलों की सहायता करो, सब के प्रति धीरजवन्त बनो-1	
figs-merism_3_10__1	Merism	unable to migrate selection, no match found for check in new resources	रात और दिन-1	
figs-merism_5_12__1	Merism	unable to migrate selection, no match found for check in new resources	जो तुम्हारे बीच में परिश्रम करते हैं, और प्रभु में तुम्हारी अगुवाई करते हैं, और तुम्हें चेतावनी देते हैं,-1	
figs-metaphor_2_4__1	Metaphor	unable to migrate selection, no match found for check in new resources	उसे जो हमारे हृदयों को परखता है-1	
figs-metaphor_4_11__1	Metaphor	unable to migrate selection, no match found for check in new resources	और शान्ति से जीवन व्यतीत करने, और अपने स्वयं के कार्यों को करने, और अपने हाथों से काम करने का प्रयास करो-1	
figs-metaphor_4_6__1	Metaphor	unable to migrate selection, no match found for check in new resources	प्रभु-1 पलटा लेने वाला है-1	
figs-metaphor_5_10__1	Metaphor	unable to migrate selection, no match found for check in new resources	चाहे हम जागें या सोएँ-1	
figs-metonymy_4_18__1	Metonymy	unable to migrate selection, no match found for check in new resources	इन वचनों से-1	
figs-parallelism_2_4__1	Parallelism	unable to migrate selection, no match found for check in new resources	परन्तु परमेश्वर को-1 उसे जो हमारे हृदयों को परखता है-1	
figs-parallelism_3_9__1	Parallelism	unable to migrate selection, no match found for check in new resources	उस सम्पूर्ण आनन्द के लिए-1 जिसमें हम-1 तुम्हारे कारण आनन्दित होते हैं-1	
figs-parallelism_4_16__1	Parallelism	unable to migrate selection, no match found for check in new resources	मसीह में मरे हुए-1	
figs-parallelism_4_16__1	Parallelism	unable to migrate selection, no match found for check in new resources	जो मसीह में मरे हुए हैं, वे पहले जी उठेंगे।-1	
figs-parallelism_4_16__1	Parallelism	unable to migrate selection, no match found for check in new resources	मसीह में-1	
figs-parallelism_4_17__1	Parallelism	unable to migrate selection, no match found for check in new resources	हम जो जीवित हैं, जो पीछे रह गए हैं-1	
figs-parallelism_4_5__1	Parallelism	unable to migrate selection, no match found for check in new resources	वासना की लालसा में नहीं (ठीक वैसे ही जैसे अन्यजाति भी करते हैं जो परमेश्वर को नहीं जानते हैं);-1	
figs-parallelism_4_6__1	Parallelism	unable to migrate selection, no match found for check in new resources	कि कोई जन-1 उल्लंघन और शोषण न करे-1	
figs-parallelism_4_8__1	Parallelism	unable to migrate selection, no match found for check in new resources	इसलिए जो व्यक्ति इसे अस्वीकार करता है, वह मनुष्य को नहीं, परन्‍तु परमेश्वर को अस्वीकार करता है जो अपनी पवित्र आत्मा तुम्हें प्रदान करता है-1	
figs-parallelism_5_10__1	Parallelism	unable to migrate selection, no match found for check in new resources	म उसके साथ-साथ जीवन व्यतीत करें।-1	
figs-parallelism_5_13__1	Parallelism	unable to migrate selection, no match found for check in new resources	और उनके काम के कारण प्रेम से उनका अत्यन्त आदर करो-1	
figs-parallelism_5_15__1	Parallelism	unable to migrate selection, no match found for check in new resources	देखो कि कोई भी जन किसी की बुराई के बदले बुराई न करे, परन्तु हमेशा एक दूसरे के लिए और सभी के लिए अच्छाई का पीछा करो।-1	
figs-parallelism_5_22__1	Parallelism	unable to migrate selection, no match found for check in new resources	बुराई के हर रूप से दूर रहो-1	
figs-parallelism_5_24__1	Parallelism	unable to migrate selection, no match found for check in new resources	जो तुम्हें बुलाता है वह विश्वासयोग्य {है-1	
figs-parallelism_5_5__1	Parallelism	unable to migrate selection, no match found for check in new resources	क्योंकि तुम सब ज्योति के पुत्र और दिन के पुत्र हो। हम-1 रात के हैं, और न अन्धकार के;-1	
figs-parallelism_5_9__1	Parallelism	unable to migrate selection, no match found for check in new resources	क्योंकि परमेश्वर ने हमें क्रोध करने के लिए नहीं, परन्तु हमारे प्रभु यीशु मसीह के द्वारा उद्धार पाने के लिए नियुक्त किया है,-1	
figs-parallelism_5_9__1	Parallelism	unable to migrate selection, no match found for check in new resources	उद्धार पाने के लिए-1	
figs-possession_3_11__1	Possession	unable to migrate selection, no match found for check in new resources	हमारा परमेश्वर और पिता-1	
figs-rpronouns_2_14__1	Reflexive Pronouns	unable to migrate selection, no match found for check in new resources	तुम-1 तुम-2	
figs-rpronouns_4_10__1	Reflexive Pronouns	unable to migrate selection, no match found for check in new resources	ऐसा-1	
figs-rpronouns_4_14__1	Reflexive Pronouns	unable to migrate selection, no match found for check in new resources	उसके-1	
figs-rpronouns_4_4__1	Reflexive Pronouns	unable to migrate selection, no match found for check in new resources	अपने-1	
figs-rpronouns_5_24__1	Reflexive Pronouns	unable to migrate selection, no match found for check in new resources	वह-2	
figs-simile_5_2__1	Simile	unable to migrate selection, no match found for check in new resources	क्‍योंकि तुम स्वयं ही भली-भाँति जानते हो कि प्रभु का दिन इस रीति से आता है—जैसे कि रात में कोई चोर।-1	
figs-synecdoche_2_15__1	Synecdoche	unable to migrate selection, no match found for check in new resources	जिन्होंने प्रभु यीशु और भविष्यद्वक्ताओं दोनों को मार डाला, और हमें भी सताया-1	
figs-synecdoche_2_15__1	Synecdoche	unable to migrate selection, no match found for check in new resources	सब मनुष्यों से-1	
figs-synecdoche_2_17__1	Synecdoche	unable to migrate selection, no match found for check in new resources	चेहरे के द्वारा-1 हृदय में नहीं-1	
figs-synecdoche_3_5__1	Synecdoche	unable to migrate selection, no match found for check in new resources	और हमारा परिश्रम व्यर्थ चला गया हो-1	
figs-you_5_1__1	Forms of You	unable to migrate selection, no match found for check in new resources	तुम्हें-1	
grammar-collectivenouns_3_3__1	Collective Nouns	unable to migrate selection, no match found for check in new resources	कोई भी जन-1 घबरा न जाए-1	
grammar-connect-logic-contrast_4_3__1	Connect — Contrast Relationship	unable to migrate selection, no match found for check in new resources	तुम्हें यौन अनैतिकता से दूर रखना;-1	
grammar-connect-logic-goal_2_9__1	Connect — Goal (Purpose) Relationship	unable to migrate selection, no match found for check in new resources	ताकि तुम में से किसी पर बोझ न पड़े-1	
grammar-connect-logic-goal_5_9__1	Connect — Goal (Purpose) Relationship	unable to migrate selection, no match found for check in new resources	पाने के लिए-1	
grammar-connect-logic-result_3_13__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	तुम्हारे हृदयों को दृढ़ करें-1	
grammar-connect-logic-result_4_1__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	ताकि तुम और भी बढ़ते जाओ।-1	
grammar-connect-logic-result_4_9__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	क्योंकि तुम को एक दूसरे से प्रेम करना परमेश्वर के द्वारा सिखाया गया है।-1	
grammar-connect-logic-result_5_10__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	ताकि, चाहे हम जागें या सोएँ, हम उसके साथ-साथ जीवन व्यतीत करें।-1	
grammar-connect-logic-result_5_9__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	पाने के लिए-1	
grammar-connect-time-background_4_2__1	Connect — Background Information	unable to migrate selection, no match found for check in new resources	क्‍योंकि तुम जानते हो कि हम ने प्रभु यीशु के द्वारा तुम्हें कौन-सी आज्ञाएँ दी हैं-1	
grammar-connect-time-sequential_5_9__1	Connect — Sequential Time Relationship	unable to migrate selection, no match found for check in new resources	पाने के लिए-1	
grammar-connect-time-simultaneous_3_13__2	Connect — Simultaneous Time Relationship	unable to migrate selection, no match found for check in new resources	जब-1	
grammar-connect-time-simultaneous_4_17__1	Connect — Simultaneous Time Relationship	unable to migrate selection, no match found for check in new resources	उनके साथ-1	
grammar-connect-words-phrases_2_15__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	हमें भी सताया, और परमेश्वर उनसे प्रसन्न नहीं है-1	
grammar-connect-words-phrases_2_20__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	क्योंकि-1	
grammar-connect-words-phrases_3_11__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	परन्तु स्वयं हमारा परमेश्वर और पिता तथा हमारा प्रभु यीशु हमारे पथ को तुम तक मार्गदर्शित करे।-1	
grammar-connect-words-phrases_3_2__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	और-1	
grammar-connect-words-phrases_3_8__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	यदि तुम स्वयं प्रभु में दृढ़ बने रहो-1	
grammar-connect-words-phrases_5_12__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	अब-1 हम तुम से विनती करते हैं-1	
translate-textvariants_2_19__1	Textual Variants	unable to migrate selection, no match found for check in new resources	घमण्ड का-1	
translate-textvariants_2_7__1	Textual Variants	unable to migrate selection, no match found for check in new resources	हम-1 छोटे बालक बन गए-1	
translate-textvariants_3_13__1	Textual Variants	unable to migrate selection, no match found for check in new resources	आमीन-1	
translate-textvariants_3_9__1	Textual Variants	unable to migrate selection, no match found for check in new resources	परमेश्वर को-1 परमेश्वर-2	
translate-textvariants_4_13__1	Textual Variants	unable to migrate selection, no match found for check in new resources	जो सोए हुए हैं-1	
translate-textvariants_4_15__1	Textual Variants	unable to migrate selection, no match found for check in new resources	प्रभु के-2	
translate-textvariants_4_16__1	Textual Variants	unable to migrate selection, no match found for check in new resources	पहले-1	
translate-textvariants_4_17__2	Textual Variants	unable to migrate selection, no match found for check in new resources	संग-1	
translate-textvariants_4_3__1	Textual Variants	unable to migrate selection, no match found for check in new resources	यौन अनैतिकता-1	
translate-textvariants_4_8__1	Textual Variants	unable to migrate selection, no match found for check in new resources	जो-2 प्रदान करता है-1	
translate-textvariants_4_8__1	Textual Variants	unable to migrate selection, no match found for check in new resources	तुम्हें-1	
translate-textvariants_4_9__1	Textual Variants	unable to migrate selection, no match found for check in new resources	तुम्हें-1	
translate-textvariants_5_21__1	Textual Variants	unable to migrate selection, no match found for check in new resources	सभी बातों को परखो। जो अच्छी {है} उसे दृढ़ता से पकड़ो।-1	
translate-textvariants_5_25__1	Textual Variants	unable to migrate selection, no match found for check in new resources	भी-1	
translate-textvariants_5_27__1	Textual Variants	unable to migrate selection, no match found for check in new resources	भाइयों के लिए-1	
translate-textvariants_5_9__1	Textual Variants	unable to migrate selection, no match found for check in new resources	मसीह-1	
writing-background_2_2__1	Background Information	unable to migrate selection, no match found for check in new resources	पहले फिलिप्पी में कष्ट सहने और लज्जापूर्ण बर्ताव झेलने के बाद-1	
writing-background_2_2__1	Background Information	unable to migrate selection, no match found for check in new resources	हम तुम्हें बड़े संघर्ष में परमेश्वर का सुसमाचार बताने के लिए हम अपने परमेश्वर में होकर साहसी थे-1	
writing-background_4_17__1	Background Information	unable to migrate selection, no match found for check in new resources	बादलों पर उठा लिए जाएँगे, कि हवा में प्रभु से मिलें-1	
writing-oathformulas_5_27__1	writing-oathformulas	unable to migrate selection, no match found for check in new resources	मैं सत्यनिष्ठा से प्रभु के द्वारा तुम्हें यह आदेश देता हूँ-1	
writing-pronouns_4_17__1	Pronouns — When to Use Them	unable to migrate selection, no match found for check in new resources	उनके-1	
