Reference	Localized Group	Message	Selections	
grammar-connect-exceptions_2_21__1	Connect – Exception Clauses	unable to migrate selection, no match found for check in new resources	मैंने तुम्हें इसलिए नहीं लिखा क्योंकि तुम सत्य को नहीं जानते हो,-1 इसलिए कि तुम उसे जानते हो-1	
grammar-connect-exceptions_5_6__1	Connect – Exception Clauses	unable to migrate selection, no match found for check in new resources	केवल पानी के द्वारा नहीं-1 पानी और लहू के द्वारा-2	
grammar-connect-logic-result_3_13__1	Connect – Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	अचम्भित न होना-1	
guidelines-sonofgodprinciples_2_23__-1	Translating Son and Father	unable to migrate selection, no match found for check in new resources	पुत्र-1	
guidelines-sonofgodprinciples_2_23__-1	Translating Son and Father	unable to migrate selection, no match found for check in new resources	पिता-1	
translate-unknown_2_18__1	Translate Unknowns	unable to migrate selection, no match found for check in new resources	मसीह का विरोधी आ रहा है, तो सच में इस समय बहुत से मसीह के विरोधी आ चुके हैं-1	
writing-pronouns_1_1__1	Pronouns – When to Use Them	unable to migrate selection, there are 2 similar checks	जो आरम्भ-1 था, जिसे हम ने सुना, जिसे हम ने अपनी आँखों से देखा, जिस पर हम ने ध्यान दिया और जिसे हम ने अपने हाथों से छुआ, जीवन के वचन के विषय में—-1	
writing-pronouns_2_27__1	Pronouns – When to Use Them	unable to migrate selection, there are 2 similar checks	उसकी-1	
writing-pronouns_3_23__1	Pronouns – When to Use Them	2 duplicate migrations		
writing-pronouns_4_17__1	Pronouns – When to Use Them	2 duplicate migrations		
writing-pronouns_4_6__1	Pronouns – When to Use Them	unable to migrate selection, no match found for check in new resources	इसी से हम-1 जान पाते हैं-1	
writing-pronouns_4_9__1	Pronouns – When to Use Them	unable to migrate selection, no match found for check in new resources	इसी के द्वारा-1	
writing-pronouns_5_13__1	Pronouns – When to Use Them	unable to migrate selection, no match found for check in new resources	यह बातें-1	
writing-pronouns_5_9__1	Pronouns – When to Use Them	unable to migrate selection, no match found for check in new resources	यह परमेश्वर की गवाही है-1	
