Reference	Localized Group	Message	Selections	
figs-metaphor_2_26__1	Metaphor	unable to migrate selection, no match found for check in new resources	କାରଣ ଆତ୍ମା ବିନା ଶରୀର ଯେପରି ମୃତ, ସେହିପରି କର୍ମ ବିନା ବିଶ୍ୱାସ ମଧ୍ୟ ମୃତ ।-1	
figs-metaphor_2_5__1	Metaphor	unable to migrate selection, there are 3 similar checks	ଅଧିକାରୀ-1	
figs-metaphor_3_17__1	Metaphor	unable to migrate selection, there are 2 similar checks	ଦୟା ଓ ଉତ୍ତମ ଫଳରେ ପରିପୂର୍ଣ୍ଣ-1	
figs-metaphor_3_2__1	Metaphor	unable to migrate selection, there are 2 similar checks	ଆମ୍ଭେମାନେ-1 ଝୁଣ୍ଟିପଡ଼ୁ-1	
figs-metaphor_3_6__1	Metaphor	unable to migrate selection, there are 7 similar checks	ଅଧର୍ମର ଜଗତ-1 ଆମ୍ଭମାନଙ୍କ ଅଙ୍ଗମାନଙ୍କ ମଧ୍ୟରେ ଅବସ୍ଥିତ-1	
figs-metaphor_3_6__1	Metaphor	unable to migrate selection, there are 7 similar checks	ସମସ୍ତ ଶରୀରକୁ କଳଙ୍କିତ କରେ-1	
figs-metaphor_3_8__1	Metaphor	unable to migrate selection, there are 2 similar checks	କିନ୍ତୁ ଜିହ୍ୱାକୁ କୌଣସି ମନୁଷ୍ୟ ବଶରେ ରଖି ପାରେ ନାହିଁ-1	
figs-metaphor_3_8__1	Metaphor	unable to migrate selection, there are 2 similar checks	ଅନିଷ୍ଟ ସାଧନରେ-1	
figs-metaphor_4_10__1	Metaphor	unable to migrate selection, there are 2 similar checks	ପ୍ରଭୁଙ୍କ ଛାମୁରେ ନତ ହୁଅ-1	
figs-metaphor_4_4__1	Metaphor	unable to migrate selection, there are 3 similar checks	ହେ ବ୍ୟଭିଚାରିଣୀମାନେ-1	
figs-metaphor_4_8__1	Metaphor	unable to migrate selection, there are 5 similar checks	ଈଶ୍ୱରଙ୍କର ନିକଟବର୍ତ୍ତୀ ହୁଅ-1	
figs-metaphor_5_16__1	Metaphor	unable to migrate selection, no match found for check in new resources	ଧାର୍ମିକ ବ୍ୟକ୍ତିର କାର୍ଯ୍ୟକାରୀ ପ୍ରାର୍ଥନା ଶକ୍ତିଯୁକ୍ତ ଅଟେ ।-1	
figs-metaphor_5_19__1	Metaphor	unable to migrate selection, there are 3 similar checks	ତୁମ୍ଭମାନଙ୍କ ମଧ୍ୟରୁ ଯଦି କେହି ସତ୍ୟ ପଥରୁ ଭ୍ରାନ୍ତ ହୁଏ ପୁଣି କେହି ତାହାକୁ ଫେରାଇ ଆଣେ,-1	
figs-metaphor_5_20__1	Metaphor	unable to migrate selection, there are 3 similar checks	ବହୁତ ପାପ ଆଚ୍ଛାଦନ କରେ-1	
figs-metaphor_5_3__1	Metaphor	unable to migrate selection, there are 2 similar checks	ଅଗ୍ନି-1	
figs-metaphor_5_4__1	Metaphor	2 duplicate migrations		
figs-metaphor_5_5__1	Metaphor	unable to migrate selection, there are 3 similar checks	ତୁମ୍ଭେମାନେ ବଧ ଦିନରେ ଆପଣା ଆପଣା ଅନ୍ତଃକରଣକୁ ତୃପ୍ତ କରିଅଛ-1	
figs-metaphor_5_7__1	Metaphor	unable to migrate selection, there are 2 similar checks	କୃଷକ-1	
figs-metaphor_5_9__1	Metaphor	unable to migrate selection, there are 3 similar checks	ବିଚାରକର୍ତ୍ତା ଦ୍ୱାର ନିକଟରେ ଦଣ୍ଡାୟମାନ ହୋଇଅଛନ୍ତି-1	
figs-metonymy_1_26__1	Metonymy	2 duplicate migrations		
figs-metonymy_2_16__1	Metonymy	unable to migrate selection, there are 2 similar checks	ଆପଣାକୁ ଉଷ୍ମ କର-1	
figs-metonymy_2_22__1	Metonymy	unable to migrate selection, no match found for check in new resources	ତୁମ୍ଭେମାନେ ଦେଖ-1	
figs-metonymy_3_14__1	Metonymy	unable to migrate selection, no match found for check in new resources	ଯଦି ତୁମ୍ଭେମାନଙ୍କ ହୃଦୟରେ ତିକ୍ତ ଈର୍ଷାଭାବ ଓ ସ୍ୱାର୍ଥପରତା ଥାଏ,-1	
figs-metonymy_3_15__1	Metonymy	unable to migrate selection, there are 2 similar checks	ଏପରି ଜ୍ଞାନ ଉର୍ଦ୍ଧରୁ ଆଗତ ନୁହେଁ-1	
figs-metonymy_4_11__1	Metonymy	unable to migrate selection, no match found for check in new resources	ଭାଇମାନେ-1	
figs-metonymy_4_4__1	Metonymy	unable to migrate selection, there are 2 similar checks	ଜଗତର ବନ୍ଧୁତା ଈଶ୍ୱରଙ୍କର ଶତ୍ରୁତା-1	
figs-metonymy_4_8__1	Metonymy	2 duplicate migrations		
figs-metonymy_5_12__1	Metonymy	unable to migrate selection, no match found for check in new resources	ସ୍ୱର୍ଗର ଶପଥ ହେଉ ବା ପୃଥିବୀର ଶପଥ ହେଉ-1	
figs-metonymy_5_18__1	Metonymy	unable to migrate selection, no match found for check in new resources	ଫଳ-1	
figs-metonymy_5_3__1	Metonymy	2 duplicate migrations		
figs-metonymy_5_5__1	Metonymy	unable to migrate selection, no match found for check in new resources	ଆପଣା ଆପଣା ଅନ୍ତଃକରଣ-1	
figs-metonymy_5_7__1	Metonymy	unable to migrate selection, no match found for check in new resources	ପ୍ରଭୁଙ୍କ ଆଗମନ ପର୍ଯ୍ୟନ୍ତ-1	
figs-metonymy_5_8__1	Metonymy	unable to migrate selection, no match found for check in new resources	ଆପଣା ଆପଣା ହୃଦୟକୁ ସୁସ୍ଥିର କର-1	
figs-nominaladj_4_6__1	Nominal Adjectives	2 duplicate migrations		
figs-parallelism_4_8__1	Parallelism	unable to migrate selection, no match found for check in new resources	ହେ ପାପୀମାନେ-1 ତୁମ୍ଭମାନଙ୍କ ହସ୍ତ ଶୁଚି କର-1 ପୁଣି ହେ ଦ୍ୱିମନାମାନେ-1 ତୁମ୍ଭମାନଙ୍କ ହୃଦୟ ଶୁଦ୍ଧ କର-1	
figs-personification_1_14__1	Personification	2 duplicate migrations		
figs-personification_1_15__1	Personification	unable to migrate selection, there are 2 similar checks	ତାହା ପରେ କାମନା, ଗର୍ଭଧାରଣ କରି, ପାପ ପ୍ରସବ କରେ, ପୁଣି ପାପ, ବୃଦ୍ଧି ପାଇ, ମୃତ୍ୟୁକୁ ଜନ୍ମ ଦିଏ ।-1	
figs-personification_5_3__1	Personification	unable to migrate selection, no match found for check in new resources	କଳଙ୍କ ତୁମ୍ଭମାନଙ୍କ ବିରୁଦ୍ଧରେ ସାକ୍ଷ୍ୟ ଦେବ-1	
figs-rquestion_2_14__1	Rhetorical Question	unable to migrate selection, there are 2 similar checks	ଲାଭ କଣ ହେବ, ହେ ମୋହର ଭାଇମାନେ, ଯଦି କେହି ତାହାର ବିଶ୍ୱାସ ଅଛି କହି, କିନ୍ତୁ ତାହାର କର୍ମ ନ ଥାଏ-1	
figs-rquestion_2_6__1	Rhetorical Question	2 duplicate migrations		
figs-rquestion_5_13__1	Rhetorical Question	unable to migrate selection, there are 2 similar checks	ତୁମ୍ଭମାନଙ୍କ ମଧ୍ୟରେ କି କେହି ଦୁଃଖଭୋଗ କରୁଅଛି ? ସେ ପ୍ରାର୍ଥନା କରୁ-1	
figs-rquestion_5_13__1	Rhetorical Question	unable to migrate selection, there are 2 similar checks	କେହି କ'ଣ ଆନନ୍ଦିତ ଅଟେ ? ସେ ଗୀତ ଗାନ କରୁ ।-1	
figs-simile_1_17__1	Simile	unable to migrate selection, no match found for check in new resources	ଯାହାଙ୍କଠାରେ କୌଣସି ପରିବର୍ତ୍ତନ ବା ଲେଶମାତ୍ର ବିକାର ନାହିଁ ।-1	
figs-simile_1_25__1	Simile	unable to migrate selection, no match found for check in new resources	ଯେ ସ୍ୱାଧୀନତାର ସିଦ୍ଧ ବ୍ୟବସ୍ଥା ପ୍ରତି ନିରୀକ୍ଷଣ କରେ-1	
figs-simile_5_3__1	Simile	unable to migrate selection, there are 2 similar checks	ଅଗ୍ନି ପରି ତୁମ୍ଭମାନଙ୍କ ମାଂସ ଗ୍ରାସ କରିବ-1	
figs-synecdoche_1_1__1	Synecdoche	unable to migrate selection, no match found for check in new resources	ଦ୍ୱାଦଶ ଗୋଷ୍ଠୀଙ୍କୁ-1	
figs-you_2_11__1	Forms of You	unable to migrate selection, no match found for check in new resources	ଯଦି, ତୁମ୍ଭେ ବ୍ୟଭିଚାର କର ନାହିଁ କିନ୍ତୁ ନରହତ୍ୟା କର-1 ତୁମ୍ଭେ-2 ହୋଇଅଛ-1	
figs-you_2_6__1	Forms of You	unable to migrate selection, no match found for check in new resources	କିନ୍ତୁ ତୁମ୍ଭେମାନେ-1 ହତାଦର କରିଅଛ-1	
figs-you_2_8__1	Forms of You	unable to migrate selection, no match found for check in new resources	ତୁମ୍ଭେ-1 ପାଳନ କର-1	
figs-you_4_7__1	Forms of You	unable to migrate selection, no match found for check in new resources	ତୁମ୍ଭମାନଙ୍କ-1	
translate-numbers_5_17__1	Numbers	unable to migrate selection, no match found for check in new resources	ତିନି-1 ଛଅ-1	
translate-unknown_3_7__1	Translate Unknowns	unable to migrate selection, no match found for check in new resources	ସରୀସୃପ-1	
